work_order,monster_id,skill_id,effect_role,production_decision,relative_path,frame_index,frame_count,canvas,frame_seconds,total_seconds,playback_mode,runtime_use,source_type,source_sheet,split_coords,sha256,validation,auto_validation,user_art_approval
5,m_iron_hog,s_mon_iron_hog,ICON,NEW_ART,ICON/005_m_iron_hog_s_mon_iron_hog_ICON.png,ICON,1,256x256 RGBA,static,static,static,ui,generated_sheet_split,monsters/005_m_iron_hog_아이언_호그/SOURCE_SHEETS/icon_sheet.png,"0,444,444,887",44ff33bc8734ac38179f12a76b0876cbbbc5ad370abb328aa59bdc7e25ca8d71,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.2945, ""nonzero_pixels"": 46233, ""empty_frame"": false, ""bbox"": [9, 3, 253, 239], ""touches_edge"": {""left"": false, ""top"": false, ""right"": false, ""bottom"": false}}",PASS,PENDING
5,m_iron_hog,s_mon_iron_hog,REFERENCE_VFX,NEW_ART,REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F00.png,F00,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,false,generated_sheet_split,monsters/005_m_iron_hog_아이언_호그/SOURCE_SHEETS/reference_vfx_sheet.png,"0,0,512,512",81f5001913db36c0a48952cadcad7be70b38ade54f1fa20950071dbb220fcd0a,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.6872, ""nonzero_pixels"": 20499, ""empty_frame"": false, ""bbox"": [0, 16, 250, 256], ""touches_edge"": {""left"": true, ""top"": false, ""right"": false, ""bottom"": true}}",PASS,PENDING
5,m_iron_hog,s_mon_iron_hog,REFERENCE_VFX,NEW_ART,REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F01.png,F01,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,false,generated_sheet_split,monsters/005_m_iron_hog_아이언_호그/SOURCE_SHEETS/reference_vfx_sheet.png,"512,0,1024,512",f73b3e0569d1df6909d37457fcce17cedf1b21125395819612342de93cae4c79,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.5713, ""nonzero_pixels"": 28095, ""empty_frame"": false, ""bbox"": [4, 17, 256, 256], ""touches_edge"": {""left"": false, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
5,m_iron_hog,s_mon_iron_hog,REFERENCE_VFX,NEW_ART,REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F02.png,F02,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,false,generated_sheet_split,monsters/005_m_iron_hog_아이언_호그/SOURCE_SHEETS/reference_vfx_sheet.png,"1024,0,1536,512",8e2ff2b6727e802671a6f9f6455715d25d4ab2b1148f013818093cec70f0731c,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.5662, ""nonzero_pixels"": 28429, ""empty_frame"": false, ""bbox"": [0, 5, 245, 256], ""touches_edge"": {""left"": true, ""top"": false, ""right"": false, ""bottom"": true}}",PASS,PENDING
5,m_iron_hog,s_mon_iron_hog,REFERENCE_VFX,NEW_ART,REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F03.png,F03,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,false,generated_sheet_split,monsters/005_m_iron_hog_아이언_호그/SOURCE_SHEETS/reference_vfx_sheet.png,"0,512,512,1024",feda6790a3533b4f5a0d46a497a1d5d0b170d8947c925ca3e2018a0fdd1cc96e,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.6226, ""nonzero_pixels"": 24733, ""empty_frame"": false, ""bbox"": [5, 0, 255, 249], ""touches_edge"": {""left"": false, ""top"": true, ""right"": false, ""bottom"": false}}",PASS,PENDING
5,m_iron_hog,s_mon_iron_hog,REFERENCE_VFX,NEW_ART,REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F04.png,F04,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,false,generated_sheet_split,monsters/005_m_iron_hog_아이언_호그/SOURCE_SHEETS/reference_vfx_sheet.png,"512,512,1024,1024",3e028b3d91f526fa284701a86a2610efa80a69c811554f6d7bec5c12d8f7a5fd,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.7143, ""nonzero_pixels"": 18721, ""empty_frame"": false, ""bbox"": [1, 0, 256, 246], ""touches_edge"": {""left"": false, ""top"": true, ""right"": true, ""bottom"": false}}",PASS,PENDING
5,m_iron_hog,s_mon_iron_hog,REFERENCE_VFX,NEW_ART,REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F05.png,F05,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,false,generated_sheet_split,monsters/005_m_iron_hog_아이언_호그/SOURCE_SHEETS/reference_vfx_sheet.png,"1024,512,1536,1024",61a12d71c8837474696f356d2fc3c2e8f92993c02f6d4b090347a8631bc70f47,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.7823, ""nonzero_pixels"": 14267, ""empty_frame"": false, ""bbox"": [0, 0, 249, 235], ""touches_edge"": {""left"": true, ""top"": true, ""right"": false, ""bottom"": false}}",PASS,PENDING
6,m_skeleton_commander,s_mon_skeleton_commander,CAST_VFX,NEW_ART,CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F00.png,F00,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/006_m_skeleton_commander_스켈레톤_지휘관/SOURCE_SHEETS/cast_vfx_sheet.png,"0,0,444,444",a8d8f474c4839269bb658a705d62ae1220e5795cf12ce3d080fe5eb157c7402c,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.8164, ""nonzero_pixels"": 27080, ""empty_frame"": false, ""bbox"": [23, 30, 384, 384], ""touches_edge"": {""left"": false, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
6,m_skeleton_commander,s_mon_skeleton_commander,CAST_VFX,NEW_ART,CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F01.png,F01,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/006_m_skeleton_commander_스켈레톤_지휘관/SOURCE_SHEETS/cast_vfx_sheet.png,"444,0,887,444",7c0e1e7afb0c2e0ce82e8ccbb9d19645351a568b0353442a9dd37f99e105dce7,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.7183, ""nonzero_pixels"": 41531, ""empty_frame"": false, ""bbox"": [0, 15, 382, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": false, ""bottom"": true}}",PASS,PENDING
6,m_skeleton_commander,s_mon_skeleton_commander,CAST_VFX,NEW_ART,CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F02.png,F02,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/006_m_skeleton_commander_스켈레톤_지휘관/SOURCE_SHEETS/cast_vfx_sheet.png,"887,0,1330,444",47bd7bf16a54e65ca54547ef074fcd1cb0dd03916ed01e0509ee01c484fd3307,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.5352, ""nonzero_pixels"": 68533, ""empty_frame"": false, ""bbox"": [1, 18, 384, 382], ""touches_edge"": {""left"": false, ""top"": false, ""right"": true, ""bottom"": false}}",PASS,PENDING
6,m_skeleton_commander,s_mon_skeleton_commander,CAST_VFX,NEW_ART,CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F03.png,F03,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/006_m_skeleton_commander_스켈레톤_지휘관/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,0,1774,444",87d74c517c6498d37d4df2d9c6998e3583c54cf42b70800275a900eac214390c,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.5101, ""nonzero_pixels"": 72243, ""empty_frame"": false, ""bbox"": [0, 28, 372, 381], ""touches_edge"": {""left"": true, ""top"": false, ""right"": false, ""bottom"": false}}",PASS,PENDING
6,m_skeleton_commander,s_mon_skeleton_commander,CAST_VFX,NEW_ART,CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F04.png,F04,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/006_m_skeleton_commander_스켈레톤_지휘관/SOURCE_SHEETS/cast_vfx_sheet.png,"0,444,444,887",bdc17e7476626bce16715666d8d05eabfa1ef8c0330b65db9f5733acd5d10ae5,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.334, ""nonzero_pixels"": 98208, ""empty_frame"": false, ""bbox"": [0, 0, 384, 367], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": false}}",PASS,PENDING
6,m_skeleton_commander,s_mon_skeleton_commander,CAST_VFX,NEW_ART,CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F05.png,F05,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/006_m_skeleton_commander_스켈레톤_지휘관/SOURCE_SHEETS/cast_vfx_sheet.png,"444,444,887,887",e4f7a32778aa9b5a7e5b5cf3f97ea44afb2b5f8aad6d95582e32271d17bf0545,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.4836, ""nonzero_pixels"": 76143, ""empty_frame"": false, ""bbox"": [0, 2, 384, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
6,m_skeleton_commander,s_mon_skeleton_commander,CAST_VFX,NEW_ART,CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F06.png,F06,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/006_m_skeleton_commander_스켈레톤_지휘관/SOURCE_SHEETS/cast_vfx_sheet.png,"887,444,1330,887",88ba0b565d1f65319ade660ad5679bcba55b25a746f49733da8d8c177630b433,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.6971, ""nonzero_pixels"": 44662, ""empty_frame"": false, ""bbox"": [0, 12, 384, 363], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": false}}",PASS,PENDING
6,m_skeleton_commander,s_mon_skeleton_commander,CAST_VFX,NEW_ART,CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F07.png,F07,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/006_m_skeleton_commander_스켈레톤_지휘관/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,444,1774,887",c5b648d9efcdc521b84e436e9ed491f9652f406e20912b312847599efa93e389,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.7766, ""nonzero_pixels"": 32939, ""empty_frame"": false, ""bbox"": [0, 3, 367, 356], ""touches_edge"": {""left"": true, ""top"": false, ""right"": false, ""bottom"": false}}",PASS,PENDING
6,m_skeleton_commander,s_mon_skeleton_commander,ICON,NEW_ART,ICON/006_m_skeleton_commander_s_mon_skeleton_commander_ICON.png,ICON,1,256x256 RGBA,static,static,static,ui,generated_sheet_split,monsters/006_m_skeleton_commander_스켈레톤_지휘관/SOURCE_SHEETS/icon_sheet.png,"444,444,887,887",a0a34c66a6cf1cf185e9dc155fd421db67ce34799eb90b1dff346117a4274817,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.3647, ""nonzero_pixels"": 41635, ""empty_frame"": false, ""bbox"": [5, 5, 250, 256], ""touches_edge"": {""left"": false, ""top"": false, ""right"": false, ""bottom"": true}}",PASS,PENDING
7,m_fire_boar,s_mon_fire_boar,CAST_VFX,NEW_ART,CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F00.png,F00,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/007_m_fire_boar_파이어보어/SOURCE_SHEETS/cast_vfx_sheet.png,"0,0,444,444",f033d03d98e284f52edcf65ccf36cc282689d3831153252edd1f475e7a7c5309,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 254, ""transparent_pixel_ratio"": 0.8083, ""nonzero_pixels"": 28268, ""empty_frame"": false, ""bbox"": [15, 24, 384, 384], ""touches_edge"": {""left"": false, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
7,m_fire_boar,s_mon_fire_boar,CAST_VFX,NEW_ART,CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F01.png,F01,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/007_m_fire_boar_파이어보어/SOURCE_SHEETS/cast_vfx_sheet.png,"444,0,887,444",47e3f0af976296e060b829880e0d83020f89f67cd9eed2a95bf23080d8ad930d,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.6813, ""nonzero_pixels"": 46996, ""empty_frame"": false, ""bbox"": [0, 11, 384, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
7,m_fire_boar,s_mon_fire_boar,CAST_VFX,NEW_ART,CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F02.png,F02,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/007_m_fire_boar_파이어보어/SOURCE_SHEETS/cast_vfx_sheet.png,"887,0,1330,444",f21da410ab212092b778f9cce6480c494908e9d2bf156175e186507b4f5f5eee,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 254, ""transparent_pixel_ratio"": 0.597, ""nonzero_pixels"": 59420, ""empty_frame"": false, ""bbox"": [0, 8, 384, 384], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
7,m_fire_boar,s_mon_fire_boar,CAST_VFX,NEW_ART,CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F03.png,F03,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/007_m_fire_boar_파이어보어/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,0,1774,444",0d791fb56e161b97168d6fa88f4831d344ae9becf4e9f4a297f4310b794ea643,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.4476, ""nonzero_pixels"": 81453, ""empty_frame"": false, ""bbox"": [0, 18, 384, 383], ""touches_edge"": {""left"": true, ""top"": false, ""right"": true, ""bottom"": false}}",PASS,PENDING
7,m_fire_boar,s_mon_fire_boar,CAST_VFX,NEW_ART,CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F04.png,F04,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/007_m_fire_boar_파이어보어/SOURCE_SHEETS/cast_vfx_sheet.png,"0,444,444,887",e0b21010c4c034049e6dc3bb694c88890aa0330379f86dbceace86b31ce9bd01,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 253, ""transparent_pixel_ratio"": 0.6164, ""nonzero_pixels"": 56568, ""empty_frame"": false, ""bbox"": [15, 0, 384, 384], ""touches_edge"": {""left"": false, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
7,m_fire_boar,s_mon_fire_boar,CAST_VFX,NEW_ART,CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F05.png,F05,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/007_m_fire_boar_파이어보어/SOURCE_SHEETS/cast_vfx_sheet.png,"444,444,887,887",e1485e75760d89738560f31d1e22f3f8bdd58c6bd2f41e01136030d7530082bd,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 254, ""transparent_pixel_ratio"": 0.6715, ""nonzero_pixels"": 48445, ""empty_frame"": false, ""bbox"": [0, 0, 384, 384], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
7,m_fire_boar,s_mon_fire_boar,CAST_VFX,NEW_ART,CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F06.png,F06,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/007_m_fire_boar_파이어보어/SOURCE_SHEETS/cast_vfx_sheet.png,"887,444,1330,887",2c2894cc0aeb1bb9bf5fe74611d341a15bd99c02bff5106b840b91eb719fddb9,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.792, ""nonzero_pixels"": 30667, ""empty_frame"": false, ""bbox"": [0, 0, 384, 384], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
7,m_fire_boar,s_mon_fire_boar,CAST_VFX,NEW_ART,CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F07.png,F07,8,384x384 RGBA,0.10,0.8,non-loop one-shot,true,generated_sheet_split,monsters/007_m_fire_boar_파이어보어/SOURCE_SHEETS/cast_vfx_sheet.png,"1330,444,1774,887",7b0f408488dca61ff3f8224b1441dec959e72012c8fc0fb4ef923cf443fc675a,"{""size"": ""384x384"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 248, ""transparent_pixel_ratio"": 0.8857, ""nonzero_pixels"": 16848, ""empty_frame"": false, ""bbox"": [0, 0, 384, 384], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
7,m_fire_boar,s_mon_fire_boar,ICON,NEW_ART,ICON/007_m_fire_boar_s_mon_fire_boar_ICON.png,ICON,1,256x256 RGBA,static,static,static,ui,generated_sheet_split,monsters/007_m_fire_boar_파이어보어/SOURCE_SHEETS/icon_sheet.png,"887,444,1330,887",f222c42163c778a58a4d854c8c251e8e152ee859889546b7d834f39877acd337,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.3689, ""nonzero_pixels"": 41362, ""empty_frame"": false, ""bbox"": [7, 9, 254, 239], ""touches_edge"": {""left"": false, ""top"": false, ""right"": false, ""bottom"": false}}",PASS,PENDING
8,m_stumpy,s_mon_stumpy,ICON,NEW_ART,ICON/008_m_stumpy_s_mon_stumpy_ICON.png,ICON,1,256x256 RGBA,static,static,static,ui,generated_sheet_split,monsters/008_m_stumpy_스텀피/SOURCE_SHEETS/icon_sheet.png,"1330,444,1774,887",1af317cfab03aac908e1ee3f0995325704ef3def7a8999c70624613cfe3c6b20,"{""size"": ""256x256"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.3364, ""nonzero_pixels"": 43492, ""empty_frame"": false, ""bbox"": [3, 3, 243, 238], ""touches_edge"": {""left"": false, ""top"": false, ""right"": false, ""bottom"": false}}",PASS,PENDING
8,m_stumpy,s_mon_stumpy,PROJECTILE,NEW_ART,PROJECTILE/008_m_stumpy_s_mon_stumpy_PROJECTILE_F00.png,F00,4,512x512 RGBA,0.08,0.32,non-loop complete playback within 0.35s entity lifetime,true,generated_sheet_split,monsters/008_m_stumpy_스텀피/SOURCE_SHEETS/projectile_sheet.png,"0,0,627,627",d37510346a1e6ee956c0f28b226cbdd6fc39500ff904f760caf6de0c35a44673,"{""size"": ""512x512"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.8104, ""nonzero_pixels"": 49703, ""empty_frame"": false, ""bbox"": [22, 19, 512, 512], ""touches_edge"": {""left"": false, ""top"": false, ""right"": true, ""bottom"": true}}",PASS,PENDING
8,m_stumpy,s_mon_stumpy,PROJECTILE,NEW_ART,PROJECTILE/008_m_stumpy_s_mon_stumpy_PROJECTILE_F01.png,F01,4,512x512 RGBA,0.08,0.32,non-loop complete playback within 0.35s entity lifetime,true,generated_sheet_split,monsters/008_m_stumpy_스텀피/SOURCE_SHEETS/projectile_sheet.png,"627,0,1254,627",137118b16b2cdc0874c79301091ddd8da5e74d87985a806cbb32e1087c3bd628,"{""size"": ""512x512"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.7137, ""nonzero_pixels"": 75045, ""empty_frame"": false, ""bbox"": [7, 12, 488, 512], ""touches_edge"": {""left"": false, ""top"": false, ""right"": false, ""bottom"": true}}",PASS,PENDING
8,m_stumpy,s_mon_stumpy,PROJECTILE,NEW_ART,PROJECTILE/008_m_stumpy_s_mon_stumpy_PROJECTILE_F02.png,F02,4,512x512 RGBA,0.08,0.32,non-loop complete playback within 0.35s entity lifetime,true,generated_sheet_split,monsters/008_m_stumpy_스텀피/SOURCE_SHEETS/projectile_sheet.png,"0,627,627,1254",f286d9cd4b8e70d007083de1c3232b4c8aa9f82cae96e6f63e26d2b3de6a8f0f,"{""size"": ""512x512"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.5802, ""nonzero_pixels"": 110056, ""empty_frame"": false, ""bbox"": [0, 0, 512, 512], ""touches_edge"": {""left"": true, ""top"": true, ""right"": true, ""bottom"": true}}",PASS,PENDING
8,m_stumpy,s_mon_stumpy,PROJECTILE,NEW_ART,PROJECTILE/008_m_stumpy_s_mon_stumpy_PROJECTILE_F03.png,F03,4,512x512 RGBA,0.08,0.32,non-loop complete playback within 0.35s entity lifetime,true,generated_sheet_split,monsters/008_m_stumpy_스텀피/SOURCE_SHEETS/projectile_sheet.png,"627,627,1254,1254",3ed2e4c9284483a2bd5b9e07a88c69b340efc04873c1c2a3c0762c772dc99ae0,"{""size"": ""512x512"", ""mode"": ""RGBA"", ""alpha_min"": 0, ""alpha_max"": 255, ""transparent_pixel_ratio"": 0.7315, ""nonzero_pixels"": 70377, ""empty_frame"": false, ""bbox"": [1, 0, 497, 512], ""touches_edge"": {""left"": false, ""top"": true, ""right"": false, ""bottom"": true}}",PASS,PENDING
