id,name,source,scaling_stat,coefficient,slot_type,effect_type,is_key_skill,cooldown,skill_kind,target_mode,max_targets,effect_value,duration,range,dash_distance,tier,icon_ruid,icon_ratio,effect_ruid,effect_style,sfx_ruid,projectile_ruid,passive_stat,passive_value,description,layer_ruids,layer_types,layer_styles,layer_delays,layer_durations,layer_scales,layer_offsets_x,layer_offsets_y,layer_drifts_x,layer_drifts_y
s_mon_king_bloctopus,왕관 블록탄,monster,INT,3.5,monster,damage,false,7,attack,single,1,0,0,6.8,0,0,thumbnail://cb5eb9faaf68477292af0b710e383c9d,1.00,,,,a2da67e687994755a8943c2bcf871902,,,킹 블록퍼스가 왕관의 자신감을 실은 블록탄을 쏘아 한 대상을 폭발시킨다,e53471f0f7114343907be7beb520751f,animationclip,clip,0.22,0.65,0.9,0,0,0,0
s_mon_rombot,에오스 중력파,monster,ATK,3.8,monster,damage,true,9,attack,area,0,0,0,6,0,0,thumbnail://b41def4288404055b3b8850daa99cfbf,1.00,,,,,,,숨겨진 탑의 수호 기계 롬바드가 장갑의 동력을 터뜨려 넓은 중력 충격파를 일으킨다,91c5d5dd661e4e079271b4446f7eb262|06bbe7d534094761b54b147f3a79ca38,animationclip|animationclip,clip|clip,0|0.18,0.72|0.8,1.1|0.8,0|0,0|0,0|0,0|0
s_mon_brown_teddy,솜인형 완충,monster,DEX,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://46fd51a318b64738a36beeb3db02a970,1.00,,,,,DEX,,태엽 인형의 부드러운 솜이 충격을 흡수하는 성질을 익혀 보유 수만큼 DEX를 높인다,,,,,,,,,,
s_mon_toy_trojan,태엽 목마 돌진,monster,ATK,3.55,monster,damage,false,7,attack,single,1,0,0,0,6.8,0,thumbnail://f9a2d6e8feaf4c90a3e00d022932fdaa,1.00,,,,,,,장난감 목마의 태엽을 끝까지 감아 전방으로 내달리며 한 대상을 들이받는다,fc4857ea48be477c9546c775e0f31d49,animationclip,clip,0,0.7,0.72,0,0,1.0,0
s_mon_master_robo,정밀 태엽회로,monster,DEX,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://f5d65e28cb0e4990bf5727015f22e0f1,1.00,,,,,DEX,,장난감공장의 마스터 로보가 가진 정밀한 태엽 제어를 익혀 보유 수만큼 DEX를 높인다,,,,,,,,,,
s_mon_chronos,크로노스의 시간편린,monster,INT,3.7,monster,damage,false,8,attack,single,1,0,0,6.5,0,0,thumbnail://1356c7ad27254459aaf789b51a75875c,1.00,,,,,,,시계탑에 쌓인 시간의 파편을 한 대상에게 던져 순간을 비틀어 폭발시킨다,e5558e07445143b6999f20246768a3fe,animationclip,clip,0.12,0.8,0.9,0,0,0,0
s_mon_timer,시간 정지 충격,monster,INT,4,monster,damage,true,10,attack,area,0,0,0,6.2,0,0,thumbnail://cbdd230e5cd34b7b9eeb1cd206d19f34,1.00,,,,,,,시간의 소용돌이를 지키는 타이머가 종을 울려 주변의 시간을 멈추고 충격을 한꺼번에 터뜨린다,e5558e07445143b6999f20246768a3fe|3ef6b2dcc75f4d4990e6e7f106bda49e,animationclip|animationclip,clip|clip,0|0.2,0.78|0.88,1|0.85,0|0,0|0,0|0,0|0
s_mon_white_sand_rabbit,사막 굴착탄,monster,ATK,3.8,monster,damage,false,7,attack,single,1,0,0,6.5,0,0,thumbnail://981c64ae30bd4f98aef886e9314d8e64,1.00,,,,,,,흰 모래토끼가 땅속에서 모은 모래를 탄환처럼 차 올려 한 대상을 꿰뚫는다,201c4ae9d7c24438b56fb4d731ed9245,animationclip,clip,0.12,0.72,0.85,0,0,0,0
s_mon_scarf_plead,목도리의 사막감각,monster,LUK,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://30e7faf77c6c41d583f341c234220597,1.00,,,,,LUK,,거친 모래바람에서도 방향을 잃지 않는 목도리 프릴드의 감각을 익혀 보유 수만큼 LUK을 높인다,,,,,,,,,,
s_mon_meercat,미요캐츠의 모래매복,monster,ATK,3.95,monster,damage,false,8,attack,area,3,0,0,4.8,0,0,thumbnail://fc3c2944ce44425c8d7f302a8610b886,1.00,,,,,,,미요캐츠 무리가 모래 아래에서 동시에 튀어나와 가까운 적 셋을 기습한다,412bce166c844b07ba1b4aa3ddcd53fa,animationclip,clip,0,0.74,0.9,0,0,0,0
s_mon_sand_dwarf,사막 대장장이의 체력,monster,STR,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://64f166fa4e5445bc982071dea297d988,1.00,,,,,STR,,모래난쟁이가 사막에서 도구를 다루며 기른 힘을 익혀 보유 수만큼 STR을 높인다,,,,,,,,,,
s_mon_deo,잠든 선인장의 폭발,monster,INT,4.25,monster,damage,true,10,attack,area,0,0,0,6.4,0,0,thumbnail://6cf930e280f44694a0a0feedbfd855ed,1.00,,,,,,,오래 잠든 선인장 장로 데우가 뿌리에 모은 열기와 가시를 폭발시켜 사막을 뒤흔든다,98cd61bf1b2c4ff496455ad956cd95d5|9af96df994cf4794882fec71c027da2b,animationclip|animationclip,clip|clip,0|0.2,0.78|0.9,1.05|0.85,0|0,0|0,0|0,0|0
s_mon_cube_slime,연금 큐브막,monster,INT,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://e93e27480f1043ef8e51fa3b0906a4d9,1.00,,,,,INT,,실험실의 용액이 정육면체 형태를 유지하는 성질을 익혀 보유 수만큼 INT를 높인다,,,,,,,,,,
s_mon_mithril_mutae,미스릴 외피,monster,DEX,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://b06abb18fb52476d8bc7bdd5e46abe19,1.00,,,,,DEX,,알카드노 연구소에서 금속으로 강화된 뮤테의 외피를 익혀 보유 수만큼 DEX를 높인다,,,,,,,,,,
s_mon_homun,플라스크 독무,monster,INT,4.1,monster,damage,false,8,attack,area,4,0,0,5.4,0,0,thumbnail://8f0fb531779d41738664009091d7b017,1.00,,,,,,,폐쇄된 연구실의 호문처럼 플라스크 속 불안정한 용액을 퍼뜨려 네 대상을 독무로 덮는다,127defcb953144368b79da1417f8b4b4,animationclip,clip,0,0.82,0.9,0,0,0,0
s_mon_roid,알카드노 에너지탄,monster,ATK,4.2,monster,damage,false,8,attack,single,1,0,0,7,0,0,thumbnail://364bc76e0cc3429ea8ca758319ec7678,1.00,,,,e51545cbf94349f59f4431e2e76d2cdc,,,알카드노의 전투 로이드가 압축한 연구소 에너지를 한 대상에게 발사한다,3ff44a80daba4bb4a903778e036f551d,animationclip,clip,0.2,0.72,0.9,0,0,0,0
s_mon_chimera,융합체의 산성 포격,monster,INT,4.55,monster,damage,true,11,attack,area,0,0,0,6.8,0,0,thumbnail://3f5236d28b1f409797fe7c4b48743b8a,1.00,,,,ab113d9a5ca5402d85ecc2ab7a4f51a1,,,서로 다른 생체 실험이 합쳐진 키메라가 산성 탄환과 연금 폭발을 연달아 쏟아낸다,127defcb953144368b79da1417f8b4b4|ec7b571a85244965b296d26e6511e06d,animationclip|animationclip,clip|clip,0.2|0,0.8|0.9,1.05|0.85,0|0,0|0,0|0,0|0
s_mon_king_clang,왕게의 집게 파도,monster,ATK,2.65,monster,damage,true,8,attack,area,0,0,0,5.2,0,0,thumbnail://cddcc91429d24abbb0c071135ace8b39,1.00,,,,,,,모래 해변의 왕게 킹크랑이 양 집게로 파도를 끌어모아 주변을 크게 내려친다,c57b15ccc8dd408b98c627617144d3cd|8394705c13394b78a8b9a38e1313cb22,animationclip|animationclip,clip|clip,0|0.16,0.64|0.78,1.0|1.3,0|0,0|0,0|0,0|0
s_mon_straw_dummy,짚단 균형감각,monster,DEX,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://4b1d55e35ae9462b944297691025429a,1.00,,,,,DEX,,바람에도 중심을 되찾는 수련용 짚인형의 균형을 익혀 보유 수만큼 DEX를 높인다,,,,,,,,,,
s_mon_wooden_dummy,목인 회전타,monster,STR,4.45,monster,damage,false,7,attack,area,3,0,0,4.8,0,0,thumbnail://91ff481190624f0fa850c86c8d3bdbde,1.00,,,,,,,수련용 나무인형의 단단한 몸통을 회전시켜 가까운 세 대상을 연달아 후려친다,1ad77c5bc77f4ee3a7b212d6394f0b13|7598c7485ce9483b8b1178386b7d8f73,animationclip|animationclip,clip|clip,0|0.22,0.7|0.55,0.9|1.05,0|0,0|0,0|0,0|0
s_mon_peach_monkey,천도 투척,monster,DEX,4.6,monster,damage,false,7,attack,single,1,0,0,7,0,0,thumbnail://15e255981ed54cf092a136b1526aa055,1.00,,,,9ca14ee512b1489cbb54b2b9833388cd,,,천도 과수원의 원공처럼 잘 익은 복숭아를 한 대상에게 정확히 던져 터뜨린다,b22bb4955588482cbe450b97cff20c19,animationclip,clip,0,0.65,1,0,0,0,0
s_mon_blue_flower_serpent,청화 비늘,monster,LUK,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://75dc3d98cc1243298dca02fd708bcb34,1.00,,,,,LUK,,푸른 꽃과 안개 사이에 몸을 숨기는 청화사의 비늘을 익혀 보유 수만큼 LUK을 높인다,,,,,,,,,,
s_mon_tae_roon,태륜의 쌍권풍,monster,STR,4.9,monster,damage,true,10,attack,area,0,0,0,6.6,0,0,thumbnail://0e1e782401624d7693959777c0b16ebe,1.00,,,,5328a3875a32437784c949579f259a00,,,태륜이 두 주먹에 수련장의 기를 모아 전방과 주변을 잇달아 뒤흔드는 권풍을 낸다,353079a9d111455ab55d75577f9d7967|8e38989c6f3d4f87876d37e431ee11c1,animationclip|animationclip,clip|clip,0|0.2,0.75|0.85,1.05|1.1,0|0,0|0,0|0,0|0
s_mon_harp,하늘 둥지의 날갯결,monster,DEX,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://96bd8dd2077844d1a0e5ce6b956d94ef,1.00,,,,,DEX,,높은 둥지의 상승기류를 타는 하프의 날갯결을 익혀 보유 수만큼 DEX를 높인다,,,,,,,,,,
s_mon_blood_harp,핏빛 깃울림,monster,INT,4.75,monster,damage,false,8,attack,area,4,0,0,5.6,0,0,thumbnail://8c2ec5bf58894061a19479ed7545637b,1.00,,,,,,,블러드 하프의 붉은 깃털이 공기를 울려 가까운 네 대상에게 두 겹의 파동을 퍼뜨린다,1f2bdb3b15a145ea8f3db3fbfb61296b|518e72a0592d48b3b3e451be46a4f39e,animationclip|animationclip,clip|clip,0|0.18,0.68|0.78,.95|1.05,0|0,0|0,0|0,0|0
s_mon_blue_wyvern,빙룡 숨결,monster,INT,4.9,monster,damage,false,8,attack,single,1,0,0,7.2,0,0,thumbnail://07bc82953fca4677bc00f74680ec337b,1.00,,,,,,,블루 와이번이 차가운 용의 숨결을 한 대상에게 집중해 두 번 얼어붙게 만든다,01663ed8b2a94562956e8029a79c03b5|1215ca4153664cb18a207cddcc5ab22c,animationclip|animationclip,clip|clip,0|0.2,0.72|0.82,1|1.05,0|0,0|0,0|0,0|0
s_mon_dark_wyvern,검은 비늘의 근력,monster,STR,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://2d932a6e7989426a9856fb5fc2d0e59f,1.00,,,,,STR,,검은 와이번의 둥지를 지키는 단단한 비늘과 날개 힘을 익혀 보유 수만큼 STR을 높인다,,,,,,,,,,
s_mon_manon,마뇽의 용화염,monster,INT,5.15,monster,damage,true,11,attack,area,0,0,0,6.9,0,0,thumbnail://b8cdd7920392456f99272649c7cb7c2d,1.00,,,,,,,마뇽이 단단한 외피 안의 열기를 세 차례 분출해 주변 금속조차 녹이는 용화염을 일으킨다,5ac6554c0ea94009bbd9389df0542339|b6b5849af24a416ab1680a1dced9697f|128fe611ea9347aab589c5b5d4d8fc5b,animationclip|animationclip|animationclip,clip|clip|clip,0|0.17|0.34,.72|.76|.82,1|1.08|1.16,0|0|0,0|0|0,0|0|0,0|0|0
s_mon_memory_monk,추억의 묵상,monster,INT,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://36ff7a667243465caef855b4fb7b9f84,1.00,,,,,INT,,추억의 길을 지키는 사제의 고요한 묵상을 익혀 보유 수만큼 INT를 높인다,,,,,,,,,,
s_mon_memory_monk_trainee,추억의 기도파,monster,INT,5.05,monster,damage,false,8,attack,single,1,0,0,7,0,0,thumbnail://699e78db5d3a48578388d33dc333258a,1.00,,,,,,,추억의 신관이 오래된 기도를 두 겹의 시간 파동으로 바꾸어 한 대상에게 보낸다,1ea2d50c388645df9502190ef8092d94|c25e7243baaf4b21bb70ee10dcd33890,animationclip|animationclip,clip|clip,0|0.2,.72|.82,1|1.08,0|0,0|0,0|0,0|0
s_mon_memory_guardian,수호병의 기억갑주,monster,STR,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://0b258556de2e401e97014ae48fe96b7a,1.00,,,,,STR,,시간의 신전 수호병이 두른 기억의 갑주를 익혀 보유 수만큼 STR을 높인다,,,,,,,,,,
s_mon_chief_memory_guardian,시간 수호진,monster,STR,5.2,monster,damage,false,9,attack,area,4,0,0,5.9,0,0,thumbnail://de30bc44af34409eb14d46100dc4e48e,1.00,,,,,,,추억의 수호대장이 창과 방패의 궤적을 시간 수호진으로 펼쳐 네 대상을 가둔다,4147dea424e9475ca1a61773421a3397|aa3d9ed3c4a3435298afcb494ac7fcac,animationclip|animationclip,clip|clip,0|.22,.74|.86,1|1.12,0|0,0|0,0|0,0|0
s_mon_dodo,기억 포식,monster,INT,5.45,monster,damage,true,11,attack,area,0,0,0,7,0,0,thumbnail://2d63f90f9d464f7192713ad9209e9e63,1.00,,,,72e16f10f6ec4cf0a1fe3146e73f0856,,,시간의 고래 도도가 삼킨 기억을 구체로 토해 낸 뒤 주변의 남은 기억까지 한꺼번에 붕괴시킨다,ee1dc1a6f4e6452b860a43ce291c62a3|cf2fe8e1a8954e7099bd2243cfb908d7,animationclip|animationclip,clip|clip,0|.22,.8|.92,1.1|1.18,0|0,0|0,0|0,0|0
s_mon_mateon,마티안 광선탄,monster,INT,5.3,monster,damage,false,8,attack,single,1,0,0,7.4,0,0,thumbnail://53043af9433844258a090f3b231ce39f,1.00,,,,22db356cc60940089b7f5d592c7d5813,,,마티안의 소형 광선총을 흉내 내 압축 광선탄과 착탄 파동을 한 대상에게 연달아 쏜다,70f170cb7f644da28dc93915a8e70dd9|e9d2e8cba2aa4245ae29cfb516746a04,animationclip|animationclip,clip|clip,0|.2,.65|.78,1|1.08,0|0,0|0,0|0,0|0
s_mon_plateon,외계 장갑 조종,monster,STR,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://e03cf5ce06784947b45ce95afb70927c,1.00,,,,,STR,,장갑차를 조종하는 플라티안의 단단한 자세를 익혀 보유 수만큼 STR을 높인다,,,,,,,,,,
s_mon_mecateon,기계화 레이저,monster,INT,5.45,monster,damage,false,9,attack,area,4,0,0,6,0,0,thumbnail://1509ce195a5c49a0aea5f9b189ce7edb,1.00,,,,,,,메카티안의 강화 장갑이 목표를 포착해 네 대상 위에 기계화 레이저를 차례로 떨어뜨린다,50eff4b9b8064efa8db5246e7a912c4d|1fe5c891382642d3aa35a89414f43fce,animationclip|animationclip,clip|clip,0|.2,.72|.84,1|1.12,0|0,0|0,0|0,0|0
s_mon_chief_gray,원로의 정신연산,monster,INT,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://48027185a78d470da83199b478bed48b,1.00,,,,,INT,,그레이들의 지휘를 맡은 원로의 정신 연산을 익혀 보유 수만큼 INT를 높인다,,,,,,,,,,
s_mon_zeno,제노의 중력장,monster,INT,5.7,monster,damage,true,12,attack,area,0,0,0,7.2,0,0,thumbnail://689bc520bc2544abb62ec505ca91aab4,1.00,,,,,,,제노가 격납고의 외계 동력을 폭주시켜 주변을 짓누르는 거대한 중력장을 전개한다,908710847a0249c98cf8e935dfb1ddd8|c68a17e01f83412882ac127cda104ee3,animationclip|animationclip,clip|clip,0|.24,.82|.96,1.15|1.22,0|0,0|0,0|0,0|0
s_mon_official_knight_c,기사단 뇌전 연각,monster,ATK,5.85,monster,damage,false,9,attack,area,4,0,0,5.9,0,0,thumbnail://da57403b50694b12bf0e19aa3a64112d,1.00,,,,,,,정식기사 C가 사용하던 스트라이커 계열의 돌진과 연속 발차기를 뇌전 충격으로 이어 네 대상을 휩쓴다,1a648542a3b447f594b5c331cf44503f|439308ddd0bf4405a8463340c67a464b,animationclip|animationclip,clip|clip,0|.17,.7|.78,1|1.1,0|0,0|0,0|0,0|0
s_mon_official_knight_d,기사단의 바람 조준,monster,DEX,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://1b11119e13474135882191d052342552,1.00,,,,,DEX,,정식기사 D가 활시위를 당기기 전 읽던 바람의 방향을 익혀 보유 수만큼 DEX를 높인다,,,,,,,,,,
s_mon_advanced_knight_a,그림자 기사의 민첩,monster,LUK,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://b2ab0d2ec4d346079c5738c79c8b909b,1.00,,,,,LUK,,나이트워커의 어둠에 지배된 상급기사 A의 재빠른 몸놀림을 익혀 보유 수만큼 LUK을 높인다,,,,,,,,,,
s_mon_advanced_knight_b,상급기사의 이프리트 화염,monster,INT,6.05,monster,damage,false,10,attack,area,4,0,0,6.2,0,0,thumbnail://3a107a08957f442d8b3e191258198056,1.00,,,,,,,상급기사 B가 지휘하던 이프리트의 불길을 불러 네 대상을 태우고 폭발시킨다,89e2fa1739754ade99ddca6ca3653182|8a8c83af487246b89a8f4e4ff92edd66,animationclip|animationclip,clip|clip,0|.2,.78|.88,1.05|1.14,0|0,0|0,0|0,0|0
s_mon_cygnus,타락한 여제의 정원,monster,INT,6.35,monster,damage,true,12,attack,area,0,0,0,7.4,0,0,thumbnail://397136593bdb4e37b17d0d9e40ce0006,1.00,,,,,,,검은 마법사의 힘에 사로잡힌 미래의 시그너스가 어두운 정원의 문양을 펼친 뒤 범위 전체를 붕괴시킨다,1c8327eff1fa4321bef0fe5410a6ddef|875053c636494f6d807b803dd95bc3eb,animationclip|animationclip,clip|clip,0|.28,.9|1.02,1.18|1.28,0|0,0|0,0|0,0|0
s_mon_mutant_dark_stump,뒤틀린 고목의 껍질,monster,STR,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://9b09382f4ba6483eb11a931f49a68f9b,1.00,,,,,STR,,황혼의 힘으로 부풀어 오른 변형된 다크 스텀프의 질긴 껍질을 익혀 보유 수만큼 STR을 높인다,,,,,,,,,,
s_mon_mutant_iron_hog,황야의 철갑 돌진,monster,ATK,6.15,monster,damage,false,8,attack,single,1,0,0,0,6.8,0,thumbnail://cd613d0025674a6f8b1cc7211054eb41,1.00,,,,,,,변형된 아이언호그처럼 황야의 흙먼지를 가르며 한 대상에게 철갑 몸통을 내리꽂는다,9d71fbaf9b154c51bbdb481eaa2fc52f|a29334463fbf4a7bbc8e4cb7325229b7,animationclip|animationclip,clip|clip,0|.18,.68|.78,1.02|1.12,0|0,0|0,0|0,0|0
s_mon_mutant_stone_mask,발굴지의 석면,monster,DEF,0,monster,shield,false,0,passive,self,0,0,0,0,0,0,thumbnail://f020a220a2ad40a28d4920b790b32f3c,1.00,,,,,DEF,,검은 마법사의 악몽 속에서 더 단단해진 스톤마스크의 돌 얼굴을 익혀 보유 수만큼 방어력을 높인다,,,,,,,,,,
s_mon_ancient_dark_golem,고대 암흑 지진,monster,ATK,6.45,monster,damage,false,10,attack,area,5,0,0,6.4,0,0,thumbnail://f60c7188fcd544ef869845a34ff92b30,1.00,,,,,,,에인션트 다크골렘이 땅속의 오래된 암석층을 갈라 놓은 뒤 다섯 대상 아래에서 지진을 터뜨린다,3803b5c17bf04b56bef115b3afbf388b|6ad623bf86ad46f0ad423c10e383a28e,animationclip|animationclip,clip|clip,0|.3,.9|1.0,1.14|1.25,0|0,0|0,0|0,0|0
s_mon_mutant_stumpy,검은 뿌리의 묘지,monster,ATK,6.7,monster,damage,true,12,attack,area,0,0,0,7.6,0,0,thumbnail://fe3077e91e5442579b6cfaa6b4c59469,1.00,,,,,,,페리온의 수호목이었던 스텀피의 뒤틀린 뿌리를 칼바람의 묘지 전역에 솟구치게 한다,e79a4d871f6a4cbdbf75a7126982013e|dfb0126bee6f48fb9bdb289bddef870b,animationclip|animationclip,clip|clip,0|.24,.88|1.02,1.16|1.3,0|0,0|0,0|0,0|0
