area_id,monster_id,skill_id,role,source,relative_path,issue,content_status,style_status,required_action,reason,changes_original_art
area_03,m_dark_stump,s_mon_dark_stump,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F02.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_dark_stump,s_mon_dark_stump,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F03.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_dark_stump,s_mon_dark_stump,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F04.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_dark_stump,s_mon_dark_stump,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F05.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_dark_stump,s_mon_dark_stump,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F06.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_dark_stump,s_mon_dark_stump,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F07.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_bubbling,s_mon_bubbling,ICON,PREVIOUS_MECHANICAL_AUDIT_REUSED,ICON/003_m_bubbling_s_mon_bubbling_ICON.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_bubbling,s_mon_bubbling,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F00.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_bubbling,s_mon_bubbling,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F01.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_bubbling,s_mon_bubbling,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F02.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_bubbling,s_mon_bubbling,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F03.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_bubbling,s_mon_bubbling,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F04.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_bubbling,s_mon_bubbling,REFERENCE_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F05.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_fairy,s_mon_fairy,ICON,PREVIOUS_MECHANICAL_AUDIT_REUSED,ICON/004_m_fairy_s_mon_fairy_ICON.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_fairy,s_mon_fairy,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_fairy_s_mon_fairy_CAST_F00.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_fairy,s_mon_fairy,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_fairy_s_mon_fairy_CAST_F01.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_fairy,s_mon_fairy,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_fairy_s_mon_fairy_CAST_F02.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_fairy,s_mon_fairy,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_fairy_s_mon_fairy_CAST_F03.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_fairy,s_mon_fairy,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_fairy_s_mon_fairy_CAST_F04.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_fairy,s_mon_fairy,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_fairy_s_mon_fairy_CAST_F05.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_fairy,s_mon_fairy,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_fairy_s_mon_fairy_CAST_F06.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_fairy,s_mon_fairy,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/004_m_fairy_s_mon_fairy_CAST_F07.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,ICON,PREVIOUS_MECHANICAL_AUDIT_REUSED,ICON/005_m_faust_s_mon_faust_ICON.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F00.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F01.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F02.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F03.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F04.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F05.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F06.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F07.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F08.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F09.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F10.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,CAST_VFX,PREVIOUS_MECHANICAL_AUDIT_REUSED,CAST/005_m_faust_s_mon_faust_CAST_F11.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,PROJECTILE,PREVIOUS_MECHANICAL_AUDIT_REUSED,PROJECTILE/005_m_faust_s_mon_faust_PROJECTILE_F00.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,PROJECTILE,PREVIOUS_MECHANICAL_AUDIT_REUSED,PROJECTILE/005_m_faust_s_mon_faust_PROJECTILE_F01.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,PROJECTILE,PREVIOUS_MECHANICAL_AUDIT_REUSED,PROJECTILE/005_m_faust_s_mon_faust_PROJECTILE_F02.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,m_faust,s_mon_faust,PROJECTILE,PREVIOUS_MECHANICAL_AUDIT_REUSED,PROJECTILE/005_m_faust_s_mon_faust_PROJECTILE_F03.png,missing,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/002_m_dark_stump/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F00.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/002_m_dark_stump/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F01.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/002_m_dark_stump/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F02.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/002_m_dark_stump/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F03.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/002_m_dark_stump/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F04.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/002_m_dark_stump/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F05.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/002_m_dark_stump/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F06.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/002_m_dark_stump/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F07.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/002_m_dark_stump/ICON/002_m_dark_stump_s_mon_dark_stump_ICON.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_bubbling/ICON/003_m_bubbling_s_mon_bubbling_ICON.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_bubbling/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F00.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_bubbling/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F01.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_bubbling/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F02.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_bubbling/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F03.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_bubbling/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F04.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/003_m_bubbling/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F05.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_fairy/CAST/004_m_fairy_s_mon_fairy_CAST_F00.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_fairy/CAST/004_m_fairy_s_mon_fairy_CAST_F01.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_fairy/CAST/004_m_fairy_s_mon_fairy_CAST_F02.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_fairy/CAST/004_m_fairy_s_mon_fairy_CAST_F03.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_fairy/CAST/004_m_fairy_s_mon_fairy_CAST_F04.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_fairy/CAST/004_m_fairy_s_mon_fairy_CAST_F05.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_fairy/CAST/004_m_fairy_s_mon_fairy_CAST_F06.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_fairy/CAST/004_m_fairy_s_mon_fairy_CAST_F07.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/004_m_fairy/ICON/004_m_fairy_s_mon_fairy_ICON.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_faust/CAST/005_m_faust_s_mon_faust_CAST_F00.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_faust/CAST/005_m_faust_s_mon_faust_CAST_F01.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_faust/CAST/005_m_faust_s_mon_faust_CAST_F02.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_faust/CAST/005_m_faust_s_mon_faust_CAST_F03.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_faust/CAST/005_m_faust_s_mon_faust_CAST_F04.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_faust/CAST/005_m_faust_s_mon_faust_CAST_F05.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_faust/CAST/005_m_faust_s_mon_faust_CAST_F06.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_faust/CAST/005_m_faust_s_mon_faust_CAST_F07.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
area_03,,,UNEXPECTED,PREVIOUS_MECHANICAL_AUDIT_REUSED,monsters/005_m_faust/CAST/005_m_faust_s_mon_faust_CAST_F08.png,unexpected role file,NOT_APPLICABLE,NOT_APPLICABLE,REPACK_ONLY,현재 OUTPUT ZIP SHA-256이 직전 감사와 같아 파일/구조 판정을 재사용. mechanical INPUT↔OUTPUT check,NO
