skill,role,frame,original_path,original_sha256,candidate_path,candidate_sha256,method,reason
m_mano,ICON,ICON,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/004_m_mano_마노/ICON/004_m_mano_s_mon_mano_ICON.png,376a834788509b198e36b78ce67fae4b14e2f543f7bd8832bb88e6a87f76c667,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\004_m_mano_마노\ICON\004_m_mano_s_mon_mano_ICON.png,376a834788509b198e36b78ce67fae4b14e2f543f7bd8832bb88e6a87f76c667,변경 없음,기존 정상 파일 바이트 보존
m_slime,VFX,F00,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F00.png,8ea04631a8e2c5dda4644971dff0da46374f0516107a6c4078a22ed49eb84932,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\005_m_slime_슬라임\VFX\005_m_slime_s_mon_slime_F00.png,ce7f0565d2e59557ed6c0105328add644e623e57b039e88b9e8f45b769a87e38,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_slime,VFX,F01,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F01.png,a77604fc3e50d5c9fdf674f58e6e1c57cb0cf8339b88450916e15c8b1833854c,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\005_m_slime_슬라임\VFX\005_m_slime_s_mon_slime_F01.png,9095221fd389d8af889c48976c5a659eedf42aa7d4997be0b00df71705af186d,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_slime,VFX,F02,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F02.png,ede62a4e5c2af755bf5a5bc759b33ab174bc95764b296a2c5bae4bcacd3e8fef,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\005_m_slime_슬라임\VFX\005_m_slime_s_mon_slime_F02.png,1bd360ea03cc95214c0ad518d5812217c77f646086020f95eb176213aa65aae0,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_slime,VFX,F03,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F03.png,7cb6d63a2e7a22ff318eb2349445368849f079f6bfbdcc6b4d85faffe8c388a0,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\005_m_slime_슬라임\VFX\005_m_slime_s_mon_slime_F03.png,7cefa69ddf143646a9c50eeff9fe6b6992ad0191a28584a2cea25dc152aa3c70,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_slime,VFX,F04,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F04.png,142c9cb3c8fa789b4879c1ada3acf47e3da5fd019874363eb394a9d6582f3b4b,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\005_m_slime_슬라임\VFX\005_m_slime_s_mon_slime_F04.png,f74efd3294d0a7c8c358bdf258c595f6793d246c6f49fb6cfbc2998803772108,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_slime,VFX,F05,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F05.png,21fb25a7fd72d26a6b3957326d232c4282d5c2018072a44907d0516d7bee63ca,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\005_m_slime_슬라임\VFX\005_m_slime_s_mon_slime_F05.png,8206a6aadbf8ca489fba6a2df15bc4d0d4a0e1e42665f18b1ccb24336f553f43,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_slime,VFX,F06,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F06.png,d39b9691e36c96e2d79d8d1bff5d2168f4938a571b6f56b6a0ec6aa0bd225db3,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\005_m_slime_슬라임\VFX\005_m_slime_s_mon_slime_F06.png,0f61ba4f3c9a0a45d1aa2dff62bc4e928bdc959a3e62d0931acd39063e81072e,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_slime,VFX,F07,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/VFX/005_m_slime_s_mon_slime_F07.png,3ef9a4d717b38c5f0755081303dab9fee17828fd647429da314c8eccb905f348,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\005_m_slime_슬라임\VFX\005_m_slime_s_mon_slime_F07.png,c2149370284d5cda544bae2d516eef6669bdcf52e155fe552631724c6c9725da,공통 크기 보정,프레임별 크기 흔들림 없이 85% 여백 확보
m_slime,ICON,ICON,D:\maplestory_levup\docs\art\area00-images-output\AREA_00_IMAGES_OUTPUT_ORIGINAL.zip!/AREA_00_IMAGES_OUTPUT/monsters/005_m_slime_슬라임/ICON/005_m_slime_s_mon_slime_ICON.png,c4deb5eb4a24ea52d0e79ee12d2d9d73156ccc70de448cf5c902f7cfe1470b90,D:\maplestory_levup\docs\art\area00_refinement\20260912_203404\AREA_00_IMAGES_INPUT_IMAGES_OUTPUT\monsters\005_m_slime_슬라임\ICON\005_m_slime_s_mon_slime_ICON.png,c4deb5eb4a24ea52d0e79ee12d2d9d73156ccc70de448cf5c902f7cfe1470b90,변경 없음,기존 정상 파일 바이트 보존
