area_id,monster_id,skill_id,effect_role,current_use,current_field_or_layer,current_resource,decision,generation_required,approved_reuse,required_file_set,future_target,frame_contract,runtime_use,direction_and_engine_motion,pivot,consolidation_strategy,targeting_range,impact_radius,impact_delay,evidence,unresolved
area_05,m_blue_pig,s_mon_blue_pig,ICON,true,icon_ruid,a04302b1969248d2a7de250f3cb654b5,NEW_ART,true,false,ICON/002_m_blue_pig_s_mon_blue_pig_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_05,m_blue_pig,s_mon_blue_pig,CAST_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_05,m_blue_pig,s_mon_blue_pig,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_05,m_blue_pig,s_mon_blue_pig,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_05,m_blue_pig,s_mon_blue_pig,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_05,m_blue_pig,s_mon_blue_pig,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,true,false,REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F00.png..._REFERENCE_F05.png,none,6|256x256 RGBA|0.10|0.6000000000000001|preview-only non-loop,false,preview only; no engine motion/FlipX contract,"normalized (0.5,0.5); no autocrop/recenter",preview/reference only; never auto-import as CAST,n/a,n/a,n/a,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,none
area_05,m_starfish,s_mon_starfish,ICON,true,icon_ruid,c65619c9037a4018a344e1625fe2a753,NEW_ART,true,false,ICON/003_m_starfish_s_mon_starfish_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_05,m_starfish,s_mon_starfish,CAST_VFX,true,layer_ruids,"L1:69656381a8e04edcbb8a2c8599567ab3 animationclip/clip delay=0s duration=0.55s scale=0.55 offset=(0,0)wu drift=(0,0)wu/s; L2:2c12c1e835a04c2a9ec1c5724846a7b6 animationclip/clip delay=0.06s duration=0.68s scale=0.72 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,true,false,CAST/003_m_starfish_s_mon_starfish_CAST_F00.png..._CAST_F07.png,layer_ruids,8|384x384 RGBA|0.10|0.8|non-loop one-shot,true,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"normalized (0.5,0.5); no autocrop/recenter",COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,n/a,n/a,n/a,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,none
area_05,m_starfish,s_mon_starfish,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_05,m_starfish,s_mon_starfish,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_05,m_starfish,s_mon_starfish,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_05,m_starfish,s_mon_starfish,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_05,m_jellyfish,s_mon_jellyfish,ICON,true,icon_ruid,2403c0085abe432b8120278f1c82442c,NEW_ART,true,false,ICON/004_m_jellyfish_s_mon_jellyfish_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_05,m_jellyfish,s_mon_jellyfish,CAST_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_05,m_jellyfish,s_mon_jellyfish,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_05,m_jellyfish,s_mon_jellyfish,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_05,m_jellyfish,s_mon_jellyfish,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_05,m_jellyfish,s_mon_jellyfish,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,true,false,REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F00.png..._REFERENCE_F05.png,none,6|256x256 RGBA|0.10|0.6000000000000001|preview-only non-loop,false,preview only; no engine motion/FlipX contract,"normalized (0.5,0.5); no autocrop/recenter",preview/reference only; never auto-import as CAST,n/a,n/a,n/a,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,none
area_05,m_king_clang,s_mon_king_clang,ICON,true,icon_ruid,thumbnail://cddcc91429d24abbb0c071135ace8b39,NEW_ART,true,false,ICON/005_m_king_clang_s_mon_king_clang_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_05,m_king_clang,s_mon_king_clang,CAST_VFX,true,layer_ruids,"L1:c57b15ccc8dd408b98c627617144d3cd animationclip/clip delay=0s duration=0.64s scale=1.0 offset=(0,0)wu drift=(0,0)wu/s; L2:8394705c13394b78a8b9a38e1313cb22 animationclip/clip delay=0.16s duration=0.78s scale=1.3 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,true,false,CAST/005_m_king_clang_s_mon_king_clang_CAST_F00.png..._CAST_F11.png,layer_ruids,12|512x512 RGBA|0.08|0.96|non-loop one-shot,true,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"normalized (0.5,0.5); no autocrop/recenter",COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,n/a,n/a,n/a,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,none
area_05,m_king_clang,s_mon_king_clang,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_05,m_king_clang,s_mon_king_clang,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_05,m_king_clang,s_mon_king_clang,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_05,m_king_clang,s_mon_king_clang,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_zombie_mushroom,s_mon_zombie_mushroom,ICON,true,icon_ruid,thumbnail://3ee3fc0f4d2e443cbb9ec424dd2c012f,NEW_ART,true,false,ICON/001_m_zombie_mushroom_s_mon_zombie_mushroom_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_07,m_zombie_mushroom,s_mon_zombie_mushroom,CAST_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_zombie_mushroom,s_mon_zombie_mushroom,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_zombie_mushroom,s_mon_zombie_mushroom,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_07,m_zombie_mushroom,s_mon_zombie_mushroom,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_07,m_zombie_mushroom,s_mon_zombie_mushroom,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,true,false,REFERENCE/001_m_zombie_mushroom_s_mon_zombie_mushroom_REFERENCE_F00.png..._REFERENCE_F05.png,none,6|256x256 RGBA|0.10|0.6000000000000001|preview-only non-loop,false,preview only; no engine motion/FlipX contract,"normalized (0.5,0.5); no autocrop/recenter",preview/reference only; never auto-import as CAST,n/a,n/a,n/a,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,none
area_07,m_copper_drake,s_mon_copper_drake,ICON,true,icon_ruid,thumbnail://da160cd4b78c479ab8dfaa225b2dcd47,NEW_ART,true,false,ICON/002_m_copper_drake_s_mon_copper_drake_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_07,m_copper_drake,s_mon_copper_drake,CAST_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_copper_drake,s_mon_copper_drake,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_copper_drake,s_mon_copper_drake,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_07,m_copper_drake,s_mon_copper_drake,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_07,m_copper_drake,s_mon_copper_drake,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,true,false,REFERENCE/002_m_copper_drake_s_mon_copper_drake_REFERENCE_F00.png..._REFERENCE_F05.png,none,6|256x256 RGBA|0.10|0.6000000000000001|preview-only non-loop,false,preview only; no engine motion/FlipX contract,"normalized (0.5,0.5); no autocrop/recenter",preview/reference only; never auto-import as CAST,n/a,n/a,n/a,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,none
area_07,m_drake,s_mon_drake,ICON,true,icon_ruid,thumbnail://f8cfac4e30394735861603f6bfcb1932,NEW_ART,true,false,ICON/003_m_drake_s_mon_drake_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_07,m_drake,s_mon_drake,CAST_VFX,true,layer_ruids,"L1:5638984319fd476ca3d89e2aaca7f32a animationclip/clip delay=0s duration=0.65s scale=0.8 offset=(0,0)wu drift=(0,0)wu/s; L2:a610b14bbc55477cbc78777a5a2e7ed1 animationclip/clip delay=0.12s duration=0.78s scale=0.95 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,true,false,CAST/003_m_drake_s_mon_drake_CAST_F00.png..._CAST_F07.png,layer_ruids,8|384x384 RGBA|0.10|0.8|non-loop one-shot,true,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"normalized (0.5,0.5); no autocrop/recenter",COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,n/a,n/a,n/a,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,none
area_07,m_drake,s_mon_drake,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_drake,s_mon_drake,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_07,m_drake,s_mon_drake,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_07,m_drake,s_mon_drake,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_wild_kargo,s_mon_wild_kargo,ICON,true,icon_ruid,thumbnail://7d1c1d17eff44687b35ca0d5108084dc,NEW_ART,true,false,ICON/004_m_wild_kargo_s_mon_wild_kargo_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_07,m_wild_kargo,s_mon_wild_kargo,CAST_VFX,true,layer_ruids,"L1:0207c85c05dd4c4eac12f9ee735d0545 animationclip/clip delay=0s duration=0.52s scale=0.65 offset=(0,0)wu drift=(1.0,0)wu/s; L2:057c2da13da2492c95cb92db424803db animationclip/clip delay=0.04s duration=0.65s scale=0.72 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,true,false,CAST/004_m_wild_kargo_s_mon_wild_kargo_CAST_F00.png..._CAST_F07.png,layer_ruids,8|384x384 RGBA|0.10|0.8|non-loop one-shot,true,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"normalized (0.5,0.5); no autocrop/recenter",COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,n/a,n/a,n/a,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,none
area_07,m_wild_kargo,s_mon_wild_kargo,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_wild_kargo,s_mon_wild_kargo,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_07,m_wild_kargo,s_mon_wild_kargo,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_07,m_wild_kargo,s_mon_wild_kargo,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_jr_balrog,s_mon_jr_balrog,ICON,true,icon_ruid,e5591a8f17a84f7d966499a0048cf15a,NEW_ART,true,false,ICON/005_m_jr_balrog_s_mon_jr_balrog_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_07,m_jr_balrog,s_mon_jr_balrog,CAST_VFX,true,layer_ruids,"L1:5638984319fd476ca3d89e2aaca7f32a animationclip/clip delay=0s duration=0.85s scale=1 offset=(0,0)wu drift=(0,0)wu/s; L2:a610b14bbc55477cbc78777a5a2e7ed1 animationclip/clip delay=0.15s duration=0.7s scale=1.15 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,true,false,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F00.png..._CAST_F11.png,layer_ruids,12|512x512 RGBA|0.08|0.96|non-loop one-shot,true,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"normalized (0.5,0.5); no autocrop/recenter",COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,n/a,n/a,n/a,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,none
area_07,m_jr_balrog,s_mon_jr_balrog,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_jr_balrog,s_mon_jr_balrog,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_07,m_jr_balrog,s_mon_jr_balrog,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_07,m_jr_balrog,s_mon_jr_balrog,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_tauromacis,s_mon_tauromacis,ICON,true,icon_ruid,thumbnail://5ef751fd743e41609bf98e03de4df51c,NEW_ART,true,false,ICON/006_m_tauromacis_s_mon_tauromacis_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable.icon_ruid,none
area_07,m_tauromacis,s_mon_tauromacis,CAST_VFX,true,layer_ruids,"L1:3cbd85dcfe3c41c4989adec59385c257 animationclip/clip delay=0.08s duration=0.82s scale=1.2 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,true,false,CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F00.png..._CAST_F07.png,layer_ruids,8|384x384 RGBA|0.10|0.8|non-loop one-shot,true,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"normalized (0.5,0.5); no autocrop/recenter",ONE_TO_ONE_PRIMARY_CLIP,n/a,n/a,n/a,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,none
area_07,m_tauromacis,s_mon_tauromacis,PROJECTILE,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_07,m_tauromacis,s_mon_tauromacis,HIT_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,none; no dedicated hit/impact visual field or Spawn call in current common projectile path
area_07,m_tauromacis,s_mon_tauromacis,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,none; defense mechanics may persist but current visual is one-shot CAST only
area_07,m_tauromacis,s_mon_tauromacis,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,false,false,none,none,0|n/a|n/a|n/a|n/a,false,n/a,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,n/a,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,none
area_08,m_star_pixie,s_mon_star_pixie,ICON,true,icon_ruid,thumbnail://ca136923b7e84267af993bdbabada385,NEW_ART,true,false,ICON/001_m_star_pixie_s_mon_star_pixie_ICON.png,icon_ruid,1|256x256 RGBA|static|static|static,ui,none,"normalized (0.5,0.5); no autocrop/recenter",n/a,6,0.8,0.35,SkillTable.icon_ruid,none
area_08,m_star_pixie,s_mon_star_pixie,CAST_VFX,true,layer_ruids,"L1:78e3188f0fc14797a8383658e626e3ea animationclip/clip delay=0s duration=0.62s scale=0.72 offset=(0,0)wu drift=(0,0)wu/s; L2:6ffbabe486c24e5ea6cda2c54022033b animationclip/clip delay=0.18s duration=0.58s scale=0.7 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,true,false,CAST/001_m_star_pixie_s_mon_star_pixie_CAST_F00.png..._CAST_F07.png,layer_ruids,8|384x384 RGBA|0.10|0.8|non-loop one-shot,true,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,"normalized (0.5,0.5); no autocrop/recenter",COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,6,0.8,0.35,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,none
area_08,m_star_pixie,s_mon_star_pixie,PROJECTILE,true,projectile_ruid,b61e7e2a50b2405794f88fdddf44b73a,NEW_ART,true,false,PROJECTILE/001_m_star_pixie_s_mon_star_pixie_PROJECTILE_F00.png..._PROJECTILE_F03.png,projectile_ruid,4|384x384 RGBA|0.08|0.32|non-loop complete playback within 0.35s entity lifetime,true,art direction-neutral/local form only; engine translates caster+h to target+h and applies ZRotation; no PROJECTILE FlipX or travel-direction alignment,"normalized (0.5,0.5); no autocrop/recenter",independent from CAST; do not merge,6,0.8,0.35,SkillTable.projectile_ruid; SkillEffect.mlua:149-194; SkillProjectile.mlua:39-81; GameBalance projectile_seconds=0.35,import must author AnimationClip non-loop at 0.08s/frame; Maker runtime not run
