area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,effect_role,production_decision,runtime_use,relative_path,frame_index,frame_count,canvas,frame_seconds,total_seconds,playback_mode,source_reference,source_sheet,split_coords,sha256,validation_summary,user_art_approval
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F07.png,7.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,e18f145a450d1379b244ecea204400b6a7c6f6614d6c89b10a9aceeb6498b931,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""WARN_EDGE_TOUCH"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F08.png,8.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,969b755645b909e35ab9c83c83c474eed3ca0204b8814a710e15427fb86a92c3,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F09.png,9.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,6718fb27b0c2d2e4bcc34a32ecdf595c87bf7651bf092234a251564af5c5dba6,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F10.png,10.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,428b72817619062f5e13440073fe30567fba4a8f64e6e9b1eeabf5d346687614,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,4,m_mushmom,머쉬맘,s_mon_mushmom,머쉬맘의 포자 충격,액티브,CAST,NEW_ART,true,monsters/004_m_mushmom_머쉬맘/CAST/004_m_mushmom_s_mon_mushmom_CAST_F11.png,11.0,12,512x512 RGBA,0.08,0.96,non-loop one-shot,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,monsters/004_m_mushmom_머쉬맘/SOURCE_SHEET/004_m_mushmom_s_mon_mushmom_CAST_SOURCE_SHEET.png,,57b3f031a096a29d5a7f4f151b5b1a276757051664b96a6ce5437f75b548681a,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,5,m_horny_mushroom,뿔버섯,s_mon_horny_mushroom,단단한 뿔,패시브,ICON,NEW_ART,ui,monsters/005_m_horny_mushroom_뿔버섯/ICON/005_m_horny_mushroom_s_mon_horny_mushroom_ICON.png,,1,256x256 RGBA,static,static,static,image_gen generated icon,,,7d241fc303b55cbcdf8b5b618c13ef4f1a808e04e5dee183953131c05b730dac,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,5,m_horny_mushroom,뿔버섯,s_mon_horny_mushroom,단단한 뿔,패시브,REFERENCE,NEW_ART,false,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F00.png,0.0,6,256x256 RGBA,0.10,0.60,preview-only non-loop,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,"[{""frame"": 0, ""box"": [0, 0, 256, 256]}, {""frame"": 1, ""box"": [256, 0, 512, 256]}, {""frame"": 2, ""box"": [512, 0, 768, 256]}, {""frame"": 3, ""box"": [0, 256, 256, 512]}, {""frame"": 4, ""box"": [256, 256, 512, 512]}, {""frame"": 5, ""box"": [512, 256, 768, 512]}]",5ae988bcbfda2bdc21b6f57386d1bdeb20e0ed69319f162b5c127051ac28d2c5,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,5,m_horny_mushroom,뿔버섯,s_mon_horny_mushroom,단단한 뿔,패시브,REFERENCE,NEW_ART,false,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F01.png,1.0,6,256x256 RGBA,0.10,0.60,preview-only non-loop,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,,40cfaa0b168f2901c266195f3cdbd02174943f90b9d6a7f4e37324a34184bde8,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,5,m_horny_mushroom,뿔버섯,s_mon_horny_mushroom,단단한 뿔,패시브,REFERENCE,NEW_ART,false,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F02.png,2.0,6,256x256 RGBA,0.10,0.60,preview-only non-loop,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,,8c5d58ad0d09113a05d0962e865ff1ef46af9fa8ed2837fb7f49a54e8ff6b435,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,5,m_horny_mushroom,뿔버섯,s_mon_horny_mushroom,단단한 뿔,패시브,REFERENCE,NEW_ART,false,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F03.png,3.0,6,256x256 RGBA,0.10,0.60,preview-only non-loop,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,,1d8f44bc31db8cd8969e3a215ae6ce302ccf23c6817ff77c09dcb0621a3dc95e,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,5,m_horny_mushroom,뿔버섯,s_mon_horny_mushroom,단단한 뿔,패시브,REFERENCE,NEW_ART,false,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F04.png,4.0,6,256x256 RGBA,0.10,0.60,preview-only non-loop,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,,16f78dcc84b5c2ef8aa5fb3efb6483e4aa54ee9ae58e2b76b04bc92ca403230a,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
area_01,헤네시스 근교,5,m_horny_mushroom,뿔버섯,s_mon_horny_mushroom,단단한 뿔,패시브,REFERENCE,NEW_ART,false,monsters/005_m_horny_mushroom_뿔버섯/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F05.png,5.0,6,256x256 RGBA,0.10,0.60,preview-only non-loop,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,monsters/005_m_horny_mushroom_뿔버섯/SOURCE_SHEET/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_SOURCE_SHEET.png,,fbcefba40158b8b8864fed046786ce8312c378b9731cd8731b5300ba534b2f48,"{""rgba_mode"": ""PASS"", ""alpha_present"": ""PASS"", ""blank_frame"": ""PASS"", ""edge_touch"": ""PASS"", ""reuse_hash_match"": ""NOT_APPLICABLE""}",PENDING
