D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_01_m_mushmom_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_mushmom,1:1; no crop,AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F00.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F01.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F02.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F03.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F04.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F05.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F06.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F07.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F08.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F09.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F10.png|AREA_01_IMAGES_OUTPUT/CAST/004_m_mushmom_s_mon_mushmom_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_01_m_horny_mushroom_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_horny_mushroom,1:1; no crop,AREA_01_IMAGES_OUTPUT/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F00.png|AREA_01_IMAGES_OUTPUT/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F01.png|AREA_01_IMAGES_OUTPUT/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F02.png|AREA_01_IMAGES_OUTPUT/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F03.png|AREA_01_IMAGES_OUTPUT/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F04.png|AREA_01_IMAGES_OUTPUT/REFERENCE/005_m_horny_mushroom_s_mon_horny_mushroom_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_02_m_stone_golem_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_stone_golem,1:1; no crop,AREA_02_IMAGES_OUTPUT/CAST/001_m_stone_golem_s_mon_stone_CAST_F00.png|AREA_02_IMAGES_OUTPUT/CAST/001_m_stone_golem_s_mon_stone_CAST_F01.png|AREA_02_IMAGES_OUTPUT/CAST/001_m_stone_golem_s_mon_stone_CAST_F02.png|AREA_02_IMAGES_OUTPUT/CAST/001_m_stone_golem_s_mon_stone_CAST_F03.png|AREA_02_IMAGES_OUTPUT/CAST/001_m_stone_golem_s_mon_stone_CAST_F04.png|AREA_02_IMAGES_OUTPUT/CAST/001_m_stone_golem_s_mon_stone_CAST_F05.png|AREA_02_IMAGES_OUTPUT/CAST/001_m_stone_golem_s_mon_stone_CAST_F06.png|AREA_02_IMAGES_OUTPUT/CAST/001_m_stone_golem_s_mon_stone_CAST_F07.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_02_m_axe_stump_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_axe_stump,1:1; no crop,AREA_02_IMAGES_OUTPUT/CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F00.png|AREA_02_IMAGES_OUTPUT/CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F01.png|AREA_02_IMAGES_OUTPUT/CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F02.png|AREA_02_IMAGES_OUTPUT/CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F03.png|AREA_02_IMAGES_OUTPUT/CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F04.png|AREA_02_IMAGES_OUTPUT/CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F05.png|AREA_02_IMAGES_OUTPUT/CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F06.png|AREA_02_IMAGES_OUTPUT/CAST/002_m_axe_stump_s_mon_axe_stump_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_02_m_dark_axe_stump_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_dark_axe_stump,1:1; no crop,AREA_02_IMAGES_OUTPUT/CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F00.png|AREA_02_IMAGES_OUTPUT/CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F01.png|AREA_02_IMAGES_OUTPUT/CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F02.png|AREA_02_IMAGES_OUTPUT/CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F03.png|AREA_02_IMAGES_OUTPUT/CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F04.png|AREA_02_IMAGES_OUTPUT/CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F05.png|AREA_02_IMAGES_OUTPUT/CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F06.png|AREA_02_IMAGES_OUTPUT/CAST/003_m_dark_axe_stump_s_mon_dark_axe_stump_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_02_m_wild_boar_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_wild_boar,1:1; no crop,AREA_02_IMAGES_OUTPUT/CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F00.png|AREA_02_IMAGES_OUTPUT/CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F01.png|AREA_02_IMAGES_OUTPUT/CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F02.png|AREA_02_IMAGES_OUTPUT/CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F03.png|AREA_02_IMAGES_OUTPUT/CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F04.png|AREA_02_IMAGES_OUTPUT/CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F05.png|AREA_02_IMAGES_OUTPUT/CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F06.png|AREA_02_IMAGES_OUTPUT/CAST/004_m_wild_boar_s_mon_wild_boar_CAST_F07.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_02_m_iron_hog_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_iron_hog,1:1; no crop,AREA_02_IMAGES_OUTPUT/REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F00.png|AREA_02_IMAGES_OUTPUT/REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F01.png|AREA_02_IMAGES_OUTPUT/REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F02.png|AREA_02_IMAGES_OUTPUT/REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F03.png|AREA_02_IMAGES_OUTPUT/REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F04.png|AREA_02_IMAGES_OUTPUT/REFERENCE/005_m_iron_hog_s_mon_iron_hog_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_02_m_skeleton_commander_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_skeleton_commander,1:1; no crop,AREA_02_IMAGES_OUTPUT/CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F00.png|AREA_02_IMAGES_OUTPUT/CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F01.png|AREA_02_IMAGES_OUTPUT/CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F02.png|AREA_02_IMAGES_OUTPUT/CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F03.png|AREA_02_IMAGES_OUTPUT/CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F04.png|AREA_02_IMAGES_OUTPUT/CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F05.png|AREA_02_IMAGES_OUTPUT/CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F06.png|AREA_02_IMAGES_OUTPUT/CAST/006_m_skeleton_commander_s_mon_skeleton_commander_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_02_m_fire_boar_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_fire_boar,1:1; no crop,AREA_02_IMAGES_OUTPUT/CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F00.png|AREA_02_IMAGES_OUTPUT/CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F01.png|AREA_02_IMAGES_OUTPUT/CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F02.png|AREA_02_IMAGES_OUTPUT/CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F03.png|AREA_02_IMAGES_OUTPUT/CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F04.png|AREA_02_IMAGES_OUTPUT/CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F05.png|AREA_02_IMAGES_OUTPUT/CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F06.png|AREA_02_IMAGES_OUTPUT/CAST/007_m_fire_boar_s_mon_fire_boar_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_02_m_stumpy_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_stumpy,1:1; no crop,AREA_02_IMAGES_OUTPUT/PROJECTILE/008_m_stumpy_s_mon_stumpy_PROJECTILE_F00.png|AREA_02_IMAGES_OUTPUT/PROJECTILE/008_m_stumpy_s_mon_stumpy_PROJECTILE_F01.png|AREA_02_IMAGES_OUTPUT/PROJECTILE/008_m_stumpy_s_mon_stumpy_PROJECTILE_F02.png|AREA_02_IMAGES_OUTPUT/PROJECTILE/008_m_stumpy_s_mon_stumpy_PROJECTILE_F03.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_03_m_slime_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_slime,1:1; no crop,AREA_03_IMAGES_OUTPUT/monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F00.png|AREA_03_IMAGES_OUTPUT/monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F01.png|AREA_03_IMAGES_OUTPUT/monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F02.png|AREA_03_IMAGES_OUTPUT/monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F03.png|AREA_03_IMAGES_OUTPUT/monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F04.png|AREA_03_IMAGES_OUTPUT/monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F05.png|AREA_03_IMAGES_OUTPUT/monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F06.png|AREA_03_IMAGES_OUTPUT/monsters/001_m_slime_슬라임/CAST/001_m_slime_s_mon_slime_CAST_F07.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_03_m_dark_stump_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_dark_stump,1:1; no crop,AREA_03_IMAGES_OUTPUT/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F00.png|AREA_03_IMAGES_OUTPUT/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F01.png|AREA_03_IMAGES_OUTPUT/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F02.png|AREA_03_IMAGES_OUTPUT/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F03.png|AREA_03_IMAGES_OUTPUT/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F04.png|AREA_03_IMAGES_OUTPUT/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F05.png|AREA_03_IMAGES_OUTPUT/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F06.png|AREA_03_IMAGES_OUTPUT/CAST/002_m_dark_stump_s_mon_dark_stump_CAST_F07.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_03_m_bubbling_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_bubbling,1:1; no crop,AREA_03_IMAGES_OUTPUT/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F00.png|AREA_03_IMAGES_OUTPUT/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F01.png|AREA_03_IMAGES_OUTPUT/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F02.png|AREA_03_IMAGES_OUTPUT/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F03.png|AREA_03_IMAGES_OUTPUT/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F04.png|AREA_03_IMAGES_OUTPUT/REFERENCE/003_m_bubbling_s_mon_bubbling_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_03_m_fairy_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_fairy,1:1; no crop,AREA_03_IMAGES_OUTPUT/CAST/004_m_fairy_s_mon_fairy_CAST_F00.png|AREA_03_IMAGES_OUTPUT/CAST/004_m_fairy_s_mon_fairy_CAST_F01.png|AREA_03_IMAGES_OUTPUT/CAST/004_m_fairy_s_mon_fairy_CAST_F02.png|AREA_03_IMAGES_OUTPUT/CAST/004_m_fairy_s_mon_fairy_CAST_F03.png|AREA_03_IMAGES_OUTPUT/CAST/004_m_fairy_s_mon_fairy_CAST_F04.png|AREA_03_IMAGES_OUTPUT/CAST/004_m_fairy_s_mon_fairy_CAST_F05.png|AREA_03_IMAGES_OUTPUT/CAST/004_m_fairy_s_mon_fairy_CAST_F06.png|AREA_03_IMAGES_OUTPUT/CAST/004_m_fairy_s_mon_fairy_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_03_m_faust_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_faust,1:1; no crop,AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F00.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F01.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F02.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F03.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F04.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F05.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F06.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F07.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F08.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F09.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F10.png|AREA_03_IMAGES_OUTPUT/CAST/005_m_faust_s_mon_faust_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_03_m_faust_PROJECTILE_NATIVE.png,PROJECTILE_WITH_AREA00,m_faust,1:1; no crop,AREA_03_IMAGES_OUTPUT/PROJECTILE/005_m_faust_s_mon_faust_PROJECTILE_F00.png|AREA_03_IMAGES_OUTPUT/PROJECTILE/005_m_faust_s_mon_faust_PROJECTILE_F01.png|AREA_03_IMAGES_OUTPUT/PROJECTILE/005_m_faust_s_mon_faust_PROJECTILE_F02.png|AREA_03_IMAGES_OUTPUT/PROJECTILE/005_m_faust_s_mon_faust_PROJECTILE_F03.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_04_m_octopus_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_octopus,1:1; no crop,AREA_04_IMAGES_OUTPUT/CAST/001_m_octopus_s_mon_octopus_CAST_F00.png|AREA_04_IMAGES_OUTPUT/CAST/001_m_octopus_s_mon_octopus_CAST_F01.png|AREA_04_IMAGES_OUTPUT/CAST/001_m_octopus_s_mon_octopus_CAST_F02.png|AREA_04_IMAGES_OUTPUT/CAST/001_m_octopus_s_mon_octopus_CAST_F03.png|AREA_04_IMAGES_OUTPUT/CAST/001_m_octopus_s_mon_octopus_CAST_F04.png|AREA_04_IMAGES_OUTPUT/CAST/001_m_octopus_s_mon_octopus_CAST_F05.png|AREA_04_IMAGES_OUTPUT/CAST/001_m_octopus_s_mon_octopus_CAST_F06.png|AREA_04_IMAGES_OUTPUT/CAST/001_m_octopus_s_mon_octopus_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_04_m_stirge_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_stirge,1:1; no crop,AREA_04_IMAGES_OUTPUT/REFERENCE/002_m_stirge_s_mon_stirge_REFERENCE_F00.png|AREA_04_IMAGES_OUTPUT/REFERENCE/002_m_stirge_s_mon_stirge_REFERENCE_F01.png|AREA_04_IMAGES_OUTPUT/REFERENCE/002_m_stirge_s_mon_stirge_REFERENCE_F02.png|AREA_04_IMAGES_OUTPUT/REFERENCE/002_m_stirge_s_mon_stirge_REFERENCE_F03.png|AREA_04_IMAGES_OUTPUT/REFERENCE/002_m_stirge_s_mon_stirge_REFERENCE_F04.png|AREA_04_IMAGES_OUTPUT/REFERENCE/002_m_stirge_s_mon_stirge_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_04_m_jr_wraith_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_jr_wraith,1:1; no crop,AREA_04_IMAGES_OUTPUT/CAST/003_m_jr_wraith_s_mon_jr_wraith_CAST_F00.png|AREA_04_IMAGES_OUTPUT/CAST/003_m_jr_wraith_s_mon_jr_wraith_CAST_F01.png|AREA_04_IMAGES_OUTPUT/CAST/003_m_jr_wraith_s_mon_jr_wraith_CAST_F02.png|AREA_04_IMAGES_OUTPUT/CAST/003_m_jr_wraith_s_mon_jr_wraith_CAST_F03.png|AREA_04_IMAGES_OUTPUT/CAST/003_m_jr_wraith_s_mon_jr_wraith_CAST_F04.png|AREA_04_IMAGES_OUTPUT/CAST/003_m_jr_wraith_s_mon_jr_wraith_CAST_F05.png|AREA_04_IMAGES_OUTPUT/CAST/003_m_jr_wraith_s_mon_jr_wraith_CAST_F06.png|AREA_04_IMAGES_OUTPUT/CAST/003_m_jr_wraith_s_mon_jr_wraith_CAST_F07.png,m_slime_슬라임
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_04_m_wraith_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_wraith,1:1; no crop,AREA_04_IMAGES_OUTPUT/REFERENCE/004_m_wraith_s_mon_wraith_REFERENCE_F00.png|AREA_04_IMAGES_OUTPUT/REFERENCE/004_m_wraith_s_mon_wraith_REFERENCE_F01.png|AREA_04_IMAGES_OUTPUT/REFERENCE/004_m_wraith_s_mon_wraith_REFERENCE_F02.png|AREA_04_IMAGES_OUTPUT/REFERENCE/004_m_wraith_s_mon_wraith_REFERENCE_F03.png|AREA_04_IMAGES_OUTPUT/REFERENCE/004_m_wraith_s_mon_wraith_REFERENCE_F04.png|AREA_04_IMAGES_OUTPUT/REFERENCE/004_m_wraith_s_mon_wraith_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_04_m_shade_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_shade,1:1; no crop,AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F00.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F01.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F02.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F03.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F04.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F05.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F06.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F07.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F08.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F09.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F10.png|AREA_04_IMAGES_OUTPUT/CAST/005_m_shade_s_mon_shade_CAST_F11.png,m_mano_마노
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_05_m_ribbon_pig_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_ribbon_pig,1:1; no crop,AREA_05_IMAGES_OUTPUT/CAST/001_m_ribbon_pig_s_mon_ribbon_pig_CAST_F00.png|AREA_05_IMAGES_OUTPUT/CAST/001_m_ribbon_pig_s_mon_ribbon_pig_CAST_F01.png|AREA_05_IMAGES_OUTPUT/CAST/001_m_ribbon_pig_s_mon_ribbon_pig_CAST_F02.png|AREA_05_IMAGES_OUTPUT/CAST/001_m_ribbon_pig_s_mon_ribbon_pig_CAST_F03.png|AREA_05_IMAGES_OUTPUT/CAST/001_m_ribbon_pig_s_mon_ribbon_pig_CAST_F04.png|AREA_05_IMAGES_OUTPUT/CAST/001_m_ribbon_pig_s_mon_ribbon_pig_CAST_F05.png|AREA_05_IMAGES_OUTPUT/CAST/001_m_ribbon_pig_s_mon_ribbon_pig_CAST_F06.png|AREA_05_IMAGES_OUTPUT/CAST/001_m_ribbon_pig_s_mon_ribbon_pig_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_05_m_blue_pig_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_blue_pig,1:1; no crop,AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F00.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F01.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F02.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F03.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F04.png|AREA_05_IMAGES_OUTPUT/REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F05.png,m_blue_snail_파란_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_05_m_starfish_CAST_VFX_NATIVE.png,CAST_VFX_WITH_AREA00,m_starfish,1:1; no crop,AREA_05_IMAGES_OUTPUT/CAST/003_m_starfish_s_mon_starfish_CAST_F00.png|AREA_05_IMAGES_OUTPUT/CAST/003_m_starfish_s_mon_starfish_CAST_F01.png|AREA_05_IMAGES_OUTPUT/CAST/003_m_starfish_s_mon_starfish_CAST_F02.png|AREA_05_IMAGES_OUTPUT/CAST/003_m_starfish_s_mon_starfish_CAST_F03.png|AREA_05_IMAGES_OUTPUT/CAST/003_m_starfish_s_mon_starfish_CAST_F04.png|AREA_05_IMAGES_OUTPUT/CAST/003_m_starfish_s_mon_starfish_CAST_F05.png|AREA_05_IMAGES_OUTPUT/CAST/003_m_starfish_s_mon_starfish_CAST_F06.png|AREA_05_IMAGES_OUTPUT/CAST/003_m_starfish_s_mon_starfish_CAST_F07.png,m_red_snail_빨간_달팽이
D:\maplestory_levup\docs\art\output_audit\runs\20260912_162508_msw_origin_art_review\CROSS_AREA_STYLE_BOARD\area_05_m_jellyfish_REFERENCE_VFX_NATIVE.png,REFERENCE_VFX_WITH_AREA00,m_jellyfish,1:1; no crop,AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F00.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F01.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F02.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F03.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F04.png|AREA_05_IMAGES_OUTPUT/REFERENCE/004_m_jellyfish_s_mon_jellyfish_REFERENCE_F05.png,m_blue_snail_파란_달팽이
