area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,pivot,targeting_range,impact_radius,impact_delay,effect_role,current_use,current_field_or_layer,current_resource,production_decision,required_file_set,frame_count,canvas,frame_seconds,total_seconds,playback_mode,direction_and_engine_motion,future_target,consolidation_strategy,runtime_use,unresolved,evidence,baseline_current_evidence,approved_target_ruid,approved_frame_sprite_ruids,source_path,output_path,preview_reference_files,approval_evidence,approval_status
area_04,커닝시티,001,m_octopus,옥토퍼스,s_mon_octopus,먹물 폭발,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:69656381a8e04edcbb8a2c8599567ab3 animationclip/clip delay=0s duration=0.6s scale=0.62 offset=(0,0.02)wu drift=(0,0)wu/s; L2:544b4092b87a41948b74e6645d530b88 animationclip/clip delay=0.1s duration=0.75s scale=0.72 offset=(0,0.05)wu drift=(0,0)wu/s",NEW_ART,CAST/001_m_octopus_s_mon_octopus_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,001,m_octopus,옥토퍼스,s_mon_octopus,먹물 폭발,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,001,m_octopus,옥토퍼스,s_mon_octopus,먹물 폭발,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,001,m_octopus,옥토퍼스,s_mon_octopus,먹물 폭발,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,001,m_octopus,옥토퍼스,s_mon_octopus,먹물 폭발,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,002,m_stirge,스티지,s_mon_stirge,밤의 감각,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,dcfc97ad90e146d08a46225082ae590b,NEW_ART,ICON/002_m_stirge_s_mon_stirge_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,002,m_stirge,스티지,s_mon_stirge,밤의 감각,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,002,m_stirge,스티지,s_mon_stirge,밤의 감각,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,002,m_stirge,스티지,s_mon_stirge,밤의 감각,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,002,m_stirge,스티지,s_mon_stirge,밤의 감각,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,002,m_stirge,스티지,s_mon_stirge,밤의 감각,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/002_m_stirge_s_mon_stirge_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,003,m_jr_wraith,주니어 레이스,s_mon_jr_wraith,망령 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,c2b8ef247cb243268aae39b3d51f89e7,NEW_ART,ICON/003_m_jr_wraith_s_mon_jr_wraith_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,003,m_jr_wraith,주니어 레이스,s_mon_jr_wraith,망령 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:c4f8dce4ee2745cda0f211514605261b animationclip/clip delay=0s duration=0.62s scale=0.6 offset=(0,0.08)wu drift=(0,0)wu/s; L2:01dbde634dd944e685b45727289bd9b8 animationclip/clip delay=0.12s duration=0.75s scale=0.75 offset=(0,0.05)wu drift=(0,0)wu/s",NEW_ART,CAST/003_m_jr_wraith_s_mon_jr_wraith_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,003,m_jr_wraith,주니어 레이스,s_mon_jr_wraith,망령 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,003,m_jr_wraith,주니어 레이스,s_mon_jr_wraith,망령 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,003,m_jr_wraith,주니어 레이스,s_mon_jr_wraith,망령 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,003,m_jr_wraith,주니어 레이스,s_mon_jr_wraith,망령 충격,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,004,m_wraith,레이스,s_mon_wraith,원혼의 기운,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,71a82cb186bb41799e6dbb3a421cb474,NEW_ART,ICON/004_m_wraith_s_mon_wraith_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,004,m_wraith,레이스,s_mon_wraith,원혼의 기운,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,004,m_wraith,레이스,s_mon_wraith,원혼의 기운,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,004,m_wraith,레이스,s_mon_wraith,원혼의 기운,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,004,m_wraith,레이스,s_mon_wraith,원혼의 기운,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,004,m_wraith,레이스,s_mon_wraith,원혼의 기운,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/004_m_wraith_s_mon_wraith_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,005,m_shade,셰이드,s_mon_shade,심연의 장막,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,25f430af296748f39f48de4a6a6faea7,NEW_ART,ICON/005_m_shade_s_mon_shade_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,005,m_shade,셰이드,s_mon_shade,심연의 장막,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:c4f8dce4ee2745cda0f211514605261b animationclip/clip delay=0s duration=0.65s scale=1 offset=(0,0.08)wu drift=(0,0)wu/s; L2:544b4092b87a41948b74e6645d530b88 animationclip/clip delay=0.12s duration=0.8s scale=0.9 offset=(0,0.05)wu drift=(0,0)wu/s",NEW_ART,CAST/005_m_shade_s_mon_shade_CAST_F00.png..._CAST_F11.png,12,512x512 RGBA,0.08,0.96,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,005,m_shade,셰이드,s_mon_shade,심연의 장막,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,005,m_shade,셰이드,s_mon_shade,심연의 장막,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,005,m_shade,셰이드,s_mon_shade,심연의 장막,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_04,커닝시티,005,m_shade,셰이드,s_mon_shade,심연의 장막,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,001,m_ribbon_pig,리본 돼지,s_mon_ribbon_pig,리본 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,de5f2ecbd5ae4a7c9fe5c25f1ed9728a,NEW_ART,ICON/001_m_ribbon_pig_s_mon_ribbon_pig_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,001,m_ribbon_pig,리본 돼지,s_mon_ribbon_pig,리본 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:0207c85c05dd4c4eac12f9ee735d0545 animationclip/clip delay=0s duration=0.52s scale=0.55 offset=(-0.1,-0.05)wu drift=(0,0)wu/s; L2:057c2da13da2492c95cb92db424803db animationclip/clip delay=0.04s duration=0.65s scale=0.58 offset=(0.2,0)wu drift=(0.9,0)wu/s",NEW_ART,CAST/001_m_ribbon_pig_s_mon_ribbon_pig_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,001,m_ribbon_pig,리본 돼지,s_mon_ribbon_pig,리본 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,001,m_ribbon_pig,리본 돼지,s_mon_ribbon_pig,리본 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,001,m_ribbon_pig,리본 돼지,s_mon_ribbon_pig,리본 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,001,m_ribbon_pig,리본 돼지,s_mon_ribbon_pig,리본 돌진,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,002,m_blue_pig,파란 리본돼지,s_mon_blue_pig,푸른 리본 매듭,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,a04302b1969248d2a7de250f3cb654b5,NEW_ART,ICON/002_m_blue_pig_s_mon_blue_pig_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,002,m_blue_pig,파란 리본돼지,s_mon_blue_pig,푸른 리본 매듭,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,002,m_blue_pig,파란 리본돼지,s_mon_blue_pig,푸른 리본 매듭,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,002,m_blue_pig,파란 리본돼지,s_mon_blue_pig,푸른 리본 매듭,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,002,m_blue_pig,파란 리본돼지,s_mon_blue_pig,푸른 리본 매듭,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,002,m_blue_pig,파란 리본돼지,s_mon_blue_pig,푸른 리본 매듭,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,input_reference_only,reference source; not runtime field,INPUT design reference,NEW_ART,REFERENCE/002_m_blue_pig_s_mon_blue_pig_REFERENCE_F00.png..._REFERENCE_F05.png,6,256x256 RGBA,0.10,0.6000000000000001,preview-only non-loop,preview only; no engine motion/FlipX contract,none,preview/reference only; never auto-import as CAST,false,none,passive execution has no PlayCast; V2.2 REFERENCE_VFX scope,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,003,m_starfish,불가사리,s_mon_starfish,별가시 회전,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,c65619c9037a4018a344e1625fe2a753,NEW_ART,ICON/003_m_starfish_s_mon_starfish_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,003,m_starfish,불가사리,s_mon_starfish,별가시 회전,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,true,layer_ruids,"L1:69656381a8e04edcbb8a2c8599567ab3 animationclip/clip delay=0s duration=0.55s scale=0.55 offset=(0,0)wu drift=(0,0)wu/s; L2:2c12c1e835a04c2a9ec1c5724846a7b6 animationclip/clip delay=0.06s duration=0.68s scale=0.72 offset=(0,0)wu drift=(0,0)wu/s",NEW_ART,CAST/003_m_starfish_s_mon_starfish_CAST_F00.png..._CAST_F07.png,8,384x384 RGBA,0.10,0.8,non-loop one-shot,SkillEffect applies FlipX for directional attacks; delayed layer samples caster position at SpawnLayer execution; map entity then applies drift,layer_ruids,COMPOSITE_BAKED_ONE_CLIP: preserve L1..Ln relative delay/offset/drift rhythm inside one accepted local-canvas clip; final layer metadata becomes one primary layer after approval,true,none,SkillTable layer/effect fields; SkillEffect.PlayCast/SpawnLayer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,003,m_starfish,불가사리,s_mon_starfish,별가시 회전,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,003,m_starfish,불가사리,s_mon_starfish,별가시 회전,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,003,m_starfish,불가사리,s_mon_starfish,별가시 회전,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,003,m_starfish,불가사리,s_mon_starfish,별가시 회전,액티브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,REFERENCE_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,004,m_jellyfish,쿨 젤리피쉬,s_mon_jellyfish,차가운 젤리,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,ICON,true,icon_ruid,2403c0085abe432b8120278f1c82442c,NEW_ART,ICON/004_m_jellyfish_s_mon_jellyfish_ICON.png,1,256x256 RGBA,static,static,static,none,icon_ruid,n/a,ui,none,SkillTable.icon_ruid,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,004,m_jellyfish,쿨 젤리피쉬,s_mon_jellyfish,차가운 젤리,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,CAST_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,004,m_jellyfish,쿨 젤리피쉬,s_mon_jellyfish,차가운 젤리,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PROJECTILE,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none,SkillTable visual fields + PlayerAttack/MonsterAttack/SkillEffect code,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,004,m_jellyfish,쿨 젤리피쉬,s_mon_jellyfish,차가운 젤리,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,HIT_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; no dedicated hit/impact visual field or Spawn call in current common projectile path,PlayerAttack.ResolveThrowHit; MonsterAttack.ResolveThrowHit; SkillEffect has no hit asset argument,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
area_05,노틸러스,004,m_jellyfish,쿨 젤리피쉬,s_mon_jellyfish,차가운 젤리,패시브,"normalized (0.5,0.5); no autocrop/recenter",n/a,n/a,n/a,PERSISTENT_BUFF_VFX,false,none,,NO_RUNTIME_ROLE,none,0,n/a,n/a,n/a,n/a,n/a,none,n/a,false,none; defense mechanics may persist but current visual is one-shot CAST only,MonsterAttack defense branch + SkillEffect.PlayCast; no persistent visual entity field,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
