area_id,area_name,work_order,monster_id,monster_name,skill_id,skill_name,skill_type,role,production_decision,runtime_use,output_rel_path,frame_index,frame_count_total,width,height,mode,frame_seconds,playback_mode,source_monster_image_rel,source_monster_ruid,source_monster_sha256,sheet_original_rel,sheet_normalized_rel,split_box,alpha_min,alpha_max,nonzero_alpha_pixels,border_alpha_pixels,validation_presence,validation_size,validation_mode,validation_transparency,validation_empty_frame,validation_crop_risk,user_art_approval
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F05.png,5,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(512, 512, 1024, 1024)",0,255,196303,544,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F06.png,6,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(1024, 512, 1536, 1024)",0,255,228617,846,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F07.png,7,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(1536, 512, 2048, 1024)",0,255,224959,600,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F08.png,8,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(0, 1024, 512, 1536)",0,255,163797,305,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F09.png,9,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(512, 1024, 1024, 1536)",0,255,147372,232,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F10.png,10,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(1024, 1024, 1536, 1536)",0,253,147482,343,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,CAST_VFX,NEW_ART,true,CAST/005_m_jr_balrog_s_mon_jr_balrog_CAST_F11.png,11,12,512,512,RGBA,0.08,non-loop one-shot,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/005_m_jr_balrog_CAST_sheet_original.png,SOURCE_SHEETS/normalized/005_m_jr_balrog_CAST_sheet_normalized.png,"(1536, 1024, 2048, 1536)",0,241,104920,266,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,5,m_jr_balrog,주니어 발록,s_mon_jr_balrog,발록의 화염 파동,액티브,ICON,NEW_ART,true,ICON/005_m_jr_balrog_s_mon_jr_balrog_ICON.png,0,1,256,256,RGBA,static,static,SOURCE_MONSTERS/005_m_jr_balrog_MONSTER_IMAGE.png,4b3ad414c1184c02b5eb459b29ee8ece,e9aebccdeeddb2512027a9d74fcab0cba94f6b1aa5ed2f76b6d988025c17356c,SOURCE_SHEETS/original/icons_sheet_original.png,SOURCE_SHEETS/normalized/icons_sheet_normalized.png,"(256, 256, 512, 512)",0,255,48711,93,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,6,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,CAST_VFX,NEW_ART,true,CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F00.png,0,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/006_m_tauromacis_MONSTER_IMAGE.png,5ef751fd743e41609bf98e03de4df51c,61330eb0e3a6da6846d833e72dbaa4561f3dd00733f4fd34f59826e03b579657,SOURCE_SHEETS/original/006_m_tauromacis_CAST_sheet_original.png,SOURCE_SHEETS/normalized/006_m_tauromacis_CAST_sheet_normalized.png,"(0, 0, 384, 384)",0,251,54163,299,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,6,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,CAST_VFX,NEW_ART,true,CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F01.png,1,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/006_m_tauromacis_MONSTER_IMAGE.png,5ef751fd743e41609bf98e03de4df51c,61330eb0e3a6da6846d833e72dbaa4561f3dd00733f4fd34f59826e03b579657,SOURCE_SHEETS/original/006_m_tauromacis_CAST_sheet_original.png,SOURCE_SHEETS/normalized/006_m_tauromacis_CAST_sheet_normalized.png,"(384, 0, 768, 384)",0,255,82094,505,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,6,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,CAST_VFX,NEW_ART,true,CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F02.png,2,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/006_m_tauromacis_MONSTER_IMAGE.png,5ef751fd743e41609bf98e03de4df51c,61330eb0e3a6da6846d833e72dbaa4561f3dd00733f4fd34f59826e03b579657,SOURCE_SHEETS/original/006_m_tauromacis_CAST_sheet_original.png,SOURCE_SHEETS/normalized/006_m_tauromacis_CAST_sheet_normalized.png,"(768, 0, 1152, 384)",0,255,82332,468,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,6,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,CAST_VFX,NEW_ART,true,CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F03.png,3,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/006_m_tauromacis_MONSTER_IMAGE.png,5ef751fd743e41609bf98e03de4df51c,61330eb0e3a6da6846d833e72dbaa4561f3dd00733f4fd34f59826e03b579657,SOURCE_SHEETS/original/006_m_tauromacis_CAST_sheet_original.png,SOURCE_SHEETS/normalized/006_m_tauromacis_CAST_sheet_normalized.png,"(1152, 0, 1536, 384)",0,255,92290,499,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,6,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,CAST_VFX,NEW_ART,true,CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F04.png,4,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/006_m_tauromacis_MONSTER_IMAGE.png,5ef751fd743e41609bf98e03de4df51c,61330eb0e3a6da6846d833e72dbaa4561f3dd00733f4fd34f59826e03b579657,SOURCE_SHEETS/original/006_m_tauromacis_CAST_sheet_original.png,SOURCE_SHEETS/normalized/006_m_tauromacis_CAST_sheet_normalized.png,"(0, 384, 384, 768)",0,254,102823,495,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,6,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,CAST_VFX,NEW_ART,true,CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F05.png,5,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/006_m_tauromacis_MONSTER_IMAGE.png,5ef751fd743e41609bf98e03de4df51c,61330eb0e3a6da6846d833e72dbaa4561f3dd00733f4fd34f59826e03b579657,SOURCE_SHEETS/original/006_m_tauromacis_CAST_sheet_original.png,SOURCE_SHEETS/normalized/006_m_tauromacis_CAST_sheet_normalized.png,"(384, 384, 768, 768)",0,255,98688,669,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,6,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,CAST_VFX,NEW_ART,true,CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F06.png,6,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/006_m_tauromacis_MONSTER_IMAGE.png,5ef751fd743e41609bf98e03de4df51c,61330eb0e3a6da6846d833e72dbaa4561f3dd00733f4fd34f59826e03b579657,SOURCE_SHEETS/original/006_m_tauromacis_CAST_sheet_original.png,SOURCE_SHEETS/normalized/006_m_tauromacis_CAST_sheet_normalized.png,"(768, 384, 1152, 768)",0,255,96776,798,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,6,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,CAST_VFX,NEW_ART,true,CAST/006_m_tauromacis_s_mon_tauromacis_CAST_F07.png,7,8,384,384,RGBA,0.10,non-loop one-shot,SOURCE_MONSTERS/006_m_tauromacis_MONSTER_IMAGE.png,5ef751fd743e41609bf98e03de4df51c,61330eb0e3a6da6846d833e72dbaa4561f3dd00733f4fd34f59826e03b579657,SOURCE_SHEETS/original/006_m_tauromacis_CAST_sheet_original.png,SOURCE_SHEETS/normalized/006_m_tauromacis_CAST_sheet_normalized.png,"(1152, 384, 1536, 768)",0,255,100236,658,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
area_07,슬리피우드,6,m_tauromacis,타우로마시스,s_mon_tauromacis,수문장의 낙뢰,액티브,ICON,NEW_ART,true,ICON/006_m_tauromacis_s_mon_tauromacis_ICON.png,0,1,256,256,RGBA,static,static,SOURCE_MONSTERS/006_m_tauromacis_MONSTER_IMAGE.png,5ef751fd743e41609bf98e03de4df51c,61330eb0e3a6da6846d833e72dbaa4561f3dd00733f4fd34f59826e03b579657,SOURCE_SHEETS/original/icons_sheet_original.png,SOURCE_SHEETS/normalized/icons_sheet_normalized.png,"(512, 256, 768, 512)",0,254,47829,127,PASS,PASS,PASS,PASS,PASS,WARN,PENDING
