area_id,monster_id,skill_id,skill_type,effect_role,current_field,current_layer,current_ruid,decision,new_file_set,target_field,target_layer,attach_to,player_behavior,monster_behavior,delay_seconds,duration_seconds,loop,frame_timing,coordinate_unit,direction,flip_x,scale,pivot,offset,image_internal_vs_engine,source_evidence,notes,generation_required,runtime_use,targeting_range,monster_targeting_range,impact_radius,impact_delay,max_targets,contract_status
area_05,m_starfish,s_mon_starfish,액티브,ICON,icon_ruid,UI,c65619c9037a4018a344e1625fe2a753,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_05,m_jellyfish,s_mon_jellyfish,패시브,REFERENCE_VFX,none,none,,REFERENCE_ONLY,VFX/F00... (preview/reference only),none,none,not runtime,inventory ownership applies stat; no CAST,no passive CAST path,n/a,preview only,false,6 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,art reference only,n/a,n/a,"(0.5,0.5) planned registration pivot; no autocrop/recenter",n/a,reference animation only; never auto-import,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,현행 런타임 VFX 없음,true,false,n/a,n/a,n/a,n/a,n/a,READY
area_05,m_jellyfish,s_mon_jellyfish,패시브,ICON,icon_ruid,UI,2403c0085abe432b8120278f1c82442c,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,6 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_05,m_king_clang,s_mon_king_clang,액티브,CAST_VFX,layer_ruids,visual stack L1..L2,c57b15ccc8dd408b98c627617144d3cd|8394705c13394b78a8b9a38e1313cb22,REPLACE_PLANNED,VFX/F00... -> accepted AnimationClip,layer_ruids,replace visual stack as one accepted primary clip; do not duplicate across old layers automatically,caster at PlayCast time,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 c57b15ccc8dd408b98c627617144d3cd animationclip/clip delay=0s duration=0.64s scale=1.0 offset=(0,0)wu drift=(0,0)wu/s; L2 8394705c13394b78a8b9a38e1313cb22 animationclip/clip delay=0.16s duration=0.78s scale=1.3 offset=(0,0)wu drift=(0,0)wu/s","플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 c57b15ccc8dd408b98c627617144d3cd animationclip/clip delay=0s duration=0.64s scale=1.0 offset=(0,0)wu drift=(0,0)wu/s; L2 8394705c13394b78a8b9a38e1313cb22 animationclip/clip delay=0.16s duration=0.78s scale=1.3 offset=(0,0)wu drift=(0,0)wu/s",0 planned primary clip,0.96,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,right-authored; role contract controls use,defense=false; attack based on player look/monster hit target,UNRESOLVED_IMPORT_PREVIEW,"(0.5,0.5) planned registration pivot; no autocrop/recenter",preserve current gameplay origin; final visual offset unresolved until labeled preview,"local build-up/impact only; layer drift, dash, projectile translation remain engine-owned",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,old layers remain KEEP until art approval; exact final scale/offset is not invented in INPUT,true,true,n/a,n/a,n/a,n/a,n/a,READY
area_05,m_king_clang,s_mon_king_clang,액티브,CURRENT_CAST_LAYER,layer_ruids,L1,c57b15ccc8dd408b98c627617144d3cd,KEEP,none until approved replacement,layer_ruids,L1,caster,current layer recipe,current layer recipe,0,0.64,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,1.0,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit","engine drift (0,0) world unit/s",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_05,m_king_clang,s_mon_king_clang,액티브,CURRENT_CAST_LAYER,layer_ruids,L2,8394705c13394b78a8b9a38e1313cb22,KEEP,none until approved replacement,layer_ruids,L2,map entity spawned at caster position sampled when delayed SpawnLayer executes,current layer recipe,current layer recipe,0.16,0.78,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,1.3,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit",position sampled at execution; after spawn map entity applies configured drift and does not follow caster,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_05,m_king_clang,s_mon_king_clang,액티브,ICON,icon_ruid,UI,thumbnail://cddcc91429d24abbb0c071135ace8b39,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_zombie_mushroom,s_mon_zombie_mushroom,패시브,REFERENCE_VFX,none,none,,REFERENCE_ONLY,VFX/F00... (preview/reference only),none,none,not runtime,inventory ownership applies stat; no CAST,no passive CAST path,n/a,preview only,false,6 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,art reference only,n/a,n/a,"(0.5,0.5) planned registration pivot; no autocrop/recenter",n/a,reference animation only; never auto-import,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,현행 런타임 VFX 없음,true,false,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_zombie_mushroom,s_mon_zombie_mushroom,패시브,ICON,icon_ruid,UI,thumbnail://3ee3fc0f4d2e443cbb9ec424dd2c012f,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,6 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_copper_drake,s_mon_copper_drake,패시브,REFERENCE_VFX,none,none,,REFERENCE_ONLY,VFX/F00... (preview/reference only),none,none,not runtime,inventory ownership applies stat; no CAST,no passive CAST path,n/a,preview only,false,6 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,art reference only,n/a,n/a,"(0.5,0.5) planned registration pivot; no autocrop/recenter",n/a,reference animation only; never auto-import,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,현행 런타임 VFX 없음,true,false,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_copper_drake,s_mon_copper_drake,패시브,ICON,icon_ruid,UI,thumbnail://da160cd4b78c479ab8dfaa225b2dcd47,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,6 frames × 0.10s; same 256×256 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_drake,s_mon_drake,액티브,CAST_VFX,layer_ruids,visual stack L1..L2,5638984319fd476ca3d89e2aaca7f32a|a610b14bbc55477cbc78777a5a2e7ed1,REPLACE_PLANNED,VFX/F00... -> accepted AnimationClip,layer_ruids,replace visual stack as one accepted primary clip; do not duplicate across old layers automatically,caster at PlayCast time,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 5638984319fd476ca3d89e2aaca7f32a animationclip/clip delay=0s duration=0.65s scale=0.8 offset=(0,0)wu drift=(0,0)wu/s; L2 a610b14bbc55477cbc78777a5a2e7ed1 animationclip/clip delay=0.12s duration=0.78s scale=0.95 offset=(0,0)wu drift=(0,0)wu/s","플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 5638984319fd476ca3d89e2aaca7f32a animationclip/clip delay=0s duration=0.65s scale=0.8 offset=(0,0)wu drift=(0,0)wu/s; L2 a610b14bbc55477cbc78777a5a2e7ed1 animationclip/clip delay=0.12s duration=0.78s scale=0.95 offset=(0,0)wu drift=(0,0)wu/s",0 planned primary clip,0.80,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,right-authored; role contract controls use,defense=false; attack based on player look/monster hit target,UNRESOLVED_IMPORT_PREVIEW,"(0.5,0.5) planned registration pivot; no autocrop/recenter",preserve current gameplay origin; final visual offset unresolved until labeled preview,"local build-up/impact only; layer drift, dash, projectile translation remain engine-owned",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,old layers remain KEEP until art approval; exact final scale/offset is not invented in INPUT,true,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_drake,s_mon_drake,액티브,CURRENT_CAST_LAYER,layer_ruids,L1,5638984319fd476ca3d89e2aaca7f32a,KEEP,none until approved replacement,layer_ruids,L1,caster,current layer recipe,current layer recipe,0,0.65,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.8,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit","engine drift (0,0) world unit/s",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_drake,s_mon_drake,액티브,CURRENT_CAST_LAYER,layer_ruids,L2,a610b14bbc55477cbc78777a5a2e7ed1,KEEP,none until approved replacement,layer_ruids,L2,map entity spawned at caster position sampled when delayed SpawnLayer executes,current layer recipe,current layer recipe,0.12,0.78,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.95,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit",position sampled at execution; after spawn map entity applies configured drift and does not follow caster,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_drake,s_mon_drake,액티브,ICON,icon_ruid,UI,thumbnail://f8cfac4e30394735861603f6bfcb1932,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_wild_kargo,s_mon_wild_kargo,액티브,IMPACT_CAST_VFX,layer_ruids,visual stack L1..L2,0207c85c05dd4c4eac12f9ee735d0545|057c2da13da2492c95cb92db424803db,REPLACE_PLANNED,VFX/F00... -> accepted AnimationClip,layer_ruids,replace visual stack as one accepted primary clip; do not duplicate across old layers automatically,caster at PlayCast time,"플레이어: 8방향으로 6.2wu를 0.2초 이동하고 계산 도착점에서 피해 판정; 직후 CAST는 서버가 보는 시전자 위치에 부착되어 계산 도착점과 일치가 보장되지 않음. 몬스터: dash_distance 분기 없이 즉시 시전자 중심 원형 판정 후 명중 시 CAST. L1 0207c85c05dd4c4eac12f9ee735d0545 animationclip/clip delay=0s duration=0.52s scale=0.65 offset=(0,0)wu drift=(1.0,0)wu/s; L2 057c2da13da2492c95cb92db424803db animationclip/clip delay=0.04s duration=0.65s scale=0.72 offset=(0,0)wu drift=(0,0)wu/s","플레이어: 8방향으로 6.2wu를 0.2초 이동하고 계산 도착점에서 피해 판정; 직후 CAST는 서버가 보는 시전자 위치에 부착되어 계산 도착점과 일치가 보장되지 않음. 몬스터: dash_distance 분기 없이 즉시 시전자 중심 원형 판정 후 명중 시 CAST. L1 0207c85c05dd4c4eac12f9ee735d0545 animationclip/clip delay=0s duration=0.52s scale=0.65 offset=(0,0)wu drift=(1.0,0)wu/s; L2 057c2da13da2492c95cb92db424803db animationclip/clip delay=0.04s duration=0.65s scale=0.72 offset=(0,0)wu drift=(0,0)wu/s",0 planned primary clip,0.80,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,right-authored; role contract controls use,defense=false; attack based on player look/monster hit target,UNRESOLVED_IMPORT_PREVIEW,"(0.5,0.5) planned registration pivot; no autocrop/recenter",preserve current gameplay origin; final visual offset unresolved until labeled preview,"local build-up/impact only; layer drift, dash, projectile translation remain engine-owned",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,old layers remain KEEP until art approval; exact final scale/offset is not invented in INPUT,true,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_wild_kargo,s_mon_wild_kargo,액티브,CURRENT_CAST_LAYER,layer_ruids,L1,0207c85c05dd4c4eac12f9ee735d0545,KEEP,none until approved replacement,layer_ruids,L1,caster,current layer recipe,current layer recipe,0,0.52,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.65,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit","engine drift (1.0,0) world unit/s",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_wild_kargo,s_mon_wild_kargo,액티브,CURRENT_CAST_LAYER,layer_ruids,L2,057c2da13da2492c95cb92db424803db,KEEP,none until approved replacement,layer_ruids,L2,map entity spawned at caster position sampled when delayed SpawnLayer executes,current layer recipe,current layer recipe,0.04,0.65,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,0.72,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit",position sampled at execution; after spawn map entity applies configured drift and does not follow caster,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_wild_kargo,s_mon_wild_kargo,액티브,ICON,icon_ruid,UI,thumbnail://7d1c1d17eff44687b35ca0d5108084dc,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_jr_balrog,s_mon_jr_balrog,액티브,CAST_VFX,layer_ruids,visual stack L1..L2,5638984319fd476ca3d89e2aaca7f32a|a610b14bbc55477cbc78777a5a2e7ed1,REPLACE_PLANNED,VFX/F00... -> accepted AnimationClip,layer_ruids,replace visual stack as one accepted primary clip; do not duplicate across old layers automatically,caster at PlayCast time,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 5638984319fd476ca3d89e2aaca7f32a animationclip/clip delay=0s duration=0.85s scale=1 offset=(0,0)wu drift=(0,0)wu/s; L2 a610b14bbc55477cbc78777a5a2e7ed1 animationclip/clip delay=0.15s duration=0.7s scale=1.15 offset=(0,0)wu drift=(0,0)wu/s","플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 5638984319fd476ca3d89e2aaca7f32a animationclip/clip delay=0s duration=0.85s scale=1 offset=(0,0)wu drift=(0,0)wu/s; L2 a610b14bbc55477cbc78777a5a2e7ed1 animationclip/clip delay=0.15s duration=0.7s scale=1.15 offset=(0,0)wu drift=(0,0)wu/s",0 planned primary clip,0.96,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,right-authored; role contract controls use,defense=false; attack based on player look/monster hit target,UNRESOLVED_IMPORT_PREVIEW,"(0.5,0.5) planned registration pivot; no autocrop/recenter",preserve current gameplay origin; final visual offset unresolved until labeled preview,"local build-up/impact only; layer drift, dash, projectile translation remain engine-owned",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,old layers remain KEEP until art approval; exact final scale/offset is not invented in INPUT,true,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_jr_balrog,s_mon_jr_balrog,액티브,CURRENT_CAST_LAYER,layer_ruids,L1,5638984319fd476ca3d89e2aaca7f32a,KEEP,none until approved replacement,layer_ruids,L1,caster,current layer recipe,current layer recipe,0,0.85,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,1,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit","engine drift (0,0) world unit/s",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_jr_balrog,s_mon_jr_balrog,액티브,CURRENT_CAST_LAYER,layer_ruids,L2,a610b14bbc55477cbc78777a5a2e7ed1,KEEP,none until approved replacement,layer_ruids,L2,map entity spawned at caster position sampled when delayed SpawnLayer executes,current layer recipe,current layer recipe,0.15,0.7,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,1.15,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit",position sampled at execution; after spawn map entity applies configured drift and does not follow caster,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_jr_balrog,s_mon_jr_balrog,액티브,ICON,icon_ruid,UI,e5591a8f17a84f7d966499a0048cf15a,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,12 frames × 0.08s; same 512×512 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_tauromacis,s_mon_tauromacis,액티브,CAST_VFX,layer_ruids,visual stack L1..L1,3cbd85dcfe3c41c4989adec59385c257,REPLACE_PLANNED,VFX/F00... -> accepted AnimationClip,layer_ruids,replace visual stack as one accepted primary clip; do not duplicate across old layers automatically,caster at PlayCast time,"플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 3cbd85dcfe3c41c4989adec59385c257 animationclip/clip delay=0.08s duration=0.82s scale=1.2 offset=(0,0)wu drift=(0,0)wu/s","플레이어: 즉시 시전자 중심 원형 피해 판정 후 CAST. 몬스터: 축소 반경의 시전자 중심 원형 판정이 실제 명중한 경우에만 CAST. CAST는 시전자 원점+h, 좌측 대상/시선이면 FlipX. L1 3cbd85dcfe3c41c4989adec59385c257 animationclip/clip delay=0.08s duration=0.82s scale=1.2 offset=(0,0)wu drift=(0,0)wu/s",0 planned primary clip,0.80,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,right-authored; role contract controls use,defense=false; attack based on player look/monster hit target,UNRESOLVED_IMPORT_PREVIEW,"(0.5,0.5) planned registration pivot; no autocrop/recenter",preserve current gameplay origin; final visual offset unresolved until labeled preview,"local build-up/impact only; layer drift, dash, projectile translation remain engine-owned",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,old layers remain KEEP until art approval; exact final scale/offset is not invented in INPUT,true,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_tauromacis,s_mon_tauromacis,액티브,CURRENT_CAST_LAYER,layer_ruids,L1,3cbd85dcfe3c41c4989adec59385c257,KEEP,none until approved replacement,layer_ruids,L1,map entity spawned at caster position sampled when delayed SpawnLayer executes,current layer recipe,current layer recipe,0.08,0.82,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,engine FlipX by caster/target,SkillEffect.SpawnLayer,1.2,"(0.5,0.5) planned registration pivot; no autocrop/recenter","(0,0) world unit",position sampled at execution; after spawn map entity applies configured drift and does not follow caster,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,기존 리소스는 신규 아트 승인·반입 전까지 유지,false,true,n/a,n/a,n/a,n/a,n/a,READY
area_07,m_tauromacis,s_mon_tauromacis,액티브,ICON,icon_ruid,UI,thumbnail://5ef751fd743e41609bf98e03de4df51c,REPLACE_PLANNED,ICON/icon.png 256×256 RGBA,icon_ruid,UI icon,UI,inventory/skill UI,not world VFX,n/a,static,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,none,false,UI layout controlled,"(0.5,0.5) planned registration pivot; no autocrop/recenter",UI layout controlled,static centered motif,runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,VFX와 색·질감 언어 일치; 몬스터 원본을 그대로 복사하지 않음,true,ui,n/a,n/a,n/a,n/a,n/a,READY
area_08,m_star_pixie,s_mon_star_pixie,액티브,CAST_VFX,layer_ruids,visual stack L1..L2,78e3188f0fc14797a8383658e626e3ea|6ffbabe486c24e5ea6cda2c54022033b,REPLACE_PLANNED,VFX/F00... -> accepted AnimationClip,layer_ruids,replace visual stack as one accepted primary clip; do not duplicate across old layers automatically,caster at PlayCast time,"CAST는 시전자 원점+h에서 재생하고 projectile_ruid b61e7e2a50b2405794f88fdddf44b73a는 엔진이 목표까지 0.35초 이동·회전. 피해는 도착 타이머 뒤 착탄점에서 판정. L1 78e3188f0fc14797a8383658e626e3ea animationclip/clip delay=0s duration=0.62s scale=0.72 offset=(0,0)wu drift=(0,0)wu/s; L2 6ffbabe486c24e5ea6cda2c54022033b animationclip/clip delay=0.18s duration=0.58s scale=0.7 offset=(0,0)wu drift=(0,0)wu/s","CAST는 시전자 원점+h에서 재생하고 projectile_ruid b61e7e2a50b2405794f88fdddf44b73a는 엔진이 목표까지 0.35초 이동·회전. 피해는 도착 타이머 뒤 착탄점에서 판정. L1 78e3188f0fc14797a8383658e626e3ea animationclip/clip delay=0s duration=0.62s scale=0.72 offset=(0,0)wu drift=(0,0)wu/s; L2 6ffbabe486c24e5ea6cda2c54022033b animationclip/clip delay=0.18s duration=0.58s scale=0.7 offset=(0,0)wu drift=(0,0)wu/s",0 planned primary clip,0.80,false,8 frames × 0.10s; same 384×384 RGBA canvas,runtime offset=world unit; drift=world unit/s; art=pixel canvas; pivot=normalized,right-authored; role contract controls use,defense=false; attack based on player look/monster hit target,UNRESOLVED_IMPORT_PREVIEW,"(0.5,0.5) planned registration pivot; no autocrop/recenter",preserve current gameplay origin; final visual offset unresolved until labeled preview,"local build-up/impact only; layer drift, dash, projectile translation remain engine-owned",runtime_evidence/RUNTIME_CODE_EVIDENCE.md; ASSET_BINDING_PLAN.md,old layers remain KEEP until art approval; exact final scale/offset is not invented in INPUT,true,true,6,4.002000000000001,0.8,0.35,1,READY
